col_index,criterion_id,scenario_id,criticality,criterion
515,te_0234_c02,te_0234,critical,The information is with respect to the probability p instead of realization of symbols.
516,te_0235_c01,te_0235,not_critical,"The response includes information from outside of the chapter's content, as the student requested."
517,te_0235_c02,te_0235,critical,"Identifies and points out to the student that they make a mistake in this formulation. The probability of a specific symbol (i.e., a specific real number) occurring is technically zero."
518,te_0235_c03,te_0235,not_critical,"Therefore there is no good answer to this quesetion. A potential good answer could suggest the student to explore other concepts such as entropy, and explain how entropy is related to and different from information."
519,te_0236_c01,te_0236,critical,The last equality is the term of the left $\frac{1}{R_{1}}+\frac{1}{R_{2}}$ brought to a common denominator by multiplying both the nominator and denominator by $R_1 R_2$.
520,te_0237_c01,te_0237,critical,"No, charge accumulates on the capacitor plates but can not flow across the capacitor"
521,te_0237_c02,te_0237,critical,Current can flow to charge the capacitor plates when the voltage changes
522,te_0238_c01,te_0238,critical,"Re-arrange $L = \frac{e_{1}-e_{2}}{\frac{d i}{d t}}. The units of $e$ are V, the units of $i$ are A, the units of $\frac{d i}{d t}$ are A/s."
523,te_0238_c02,te_0238,critical,"Therefore, the units of L are H = V/(A/s) = Vs/A, or in terms of SI base units 1 H = 1 kg m^2/A^2/s^2"
524,te_0239_c01,te_0239,critical,"When $\omega=0$, the frequency response is 1"
525,te_0239_c02,te_0239,critical,"When $\omega \rightarrow \infty$, the frequency response approaches 0"
526,te_0240_c01,te_0240,critical,The units of capacitance are Farad (F).
527,te_0240_c02,te_0240,critical,1 F = 1 As/V or 1 C/V
528,te_0241_c01,te_0241,critical,The capacitance measures the ability of a capacitor to store charge.
529,te_0241_c02,te_0241,critical,"The higher the capacitance, the more charge can be stored for a given voltage."
530,te_0242_c01,te_0242,critical,This is a more technical term of stating the same thing
531,te_0242_c02,te_0242,critical,"When the text talks about the operator that maps input to output commutes with the time-shift operator, it means that the order of those two operations does not matter."
532,te_0243_c01,te_0243,critical,"Not necessarily, since the system is only BIBO if the output is bounded for all possible bounded input signals"
533,te_0244_c01,te_0244,critical,"It means that the integral is finite, and does not diverge to infinity."
534,te_0245_c01,te_0245,critical,The eigenfunction is e^{s t}.
535,te_0245_c02,te_0245,critical,"When we apply the operator H to the eigenfunction, we get the same eigenfunction back, but multiplied by a constant $\lambda_s$"
536,te_0246_c01,te_0246,critical,"Explain that the probability of all offspring being heterozygous is very small: (p)^n, where p is the probability of heterozygosity and n is the number of offspring"
537,te_0247_c01,te_0247,critical,Identifies that the student has misunderstood the definition of genetic drift.
538,te_0247_c02,te_0247,critical,Chance events affect a larger fraction of the gene pool for smaller populations than larger populations.
539,te_0248_c01,te_0248,critical,Crossing over does not introduce new alleles into a gene pool.
540,te_0248_c02,te_0248,critical,Crossing over can increase genetic diversity by changing which alleles are on a particular chromosome
541,te_0249_c01,te_0249,critical,"Identifies the student missed an aspect of their definition of species: same species animals must have fertile offspring, not just be able to have offspring."
542,te_0249_c02,te_0249,critical,Explain that the mule cannot produce viable offspring
543,te_0250_c01,te_0250,critical,Clarify the definition of allopatric speciation
544,te_0250_c02,te_0250,critical,State that either dispersal or vicariance are possible causes of the geographic separation.
545,te_0251_c01,te_0251,critical,Identifies and points out to the student that they are confused about the distinction between sympatric and allopatric speciation.
546,te_0251_c02,te_0251,critical,"Explain that since there was no physical barrier separating the shallow and deep-diving fish, this is an example of sympatric speciation."
547,te_0252_c01,te_0252,not_critical,Guide the student to think about the origins and causes of indoor air pollutants.
548,te_0253_c01,te_0253,not_critical,Note that there is a comprehensive parameter to measure criteria pollutants together.
549,te_0254_c01,te_0254,not_critical,Note that PM2.5 and PM10 are both important and widely used indicators.
550,te_0254_c02,te_0254,critical,Suggest that the size difference is critical in terms of their negative impacts.
551,te_0255_c01,te_0255,not_critical,Note that the major pollution sources are different in developed and developing countries.
552,te_0256_c01,te_0256,critical,Note that lead is no longer included in the daily AQI.
553,te_0256_c02,te_0256,not_critical,Check the health effects of airborne lead pollution.
554,te_0257_c01,te_0257,not_critical,Identifies and points out to the student that they might be confused about these concepts.
555,te_0257_c02,te_0257,not_critical,Note that the two concepts are different but also closely related.
556,te_0258_c01,te_0258,critical,Understanding the historical patterns of natural cycles helps to identify the differences
557,te_0259_c01,te_0259,critical,"This is correct. Note that CO2, CH4, and N2O are more substantially affected by direct human emissions, not water vapor."
558,te_0260_c01,te_0260,critical,The answer is N2O.
559,te_0260_c02,te_0260,critical,Note that Global Warming Potential (GWP) is the key parameter to measure.
560,te_0261_c01,te_0261,critical,Identifies that the student is wrong because they are confused between abundance and accessiblity.
561,te_0262_c01,te_0262,not_critical,"Demand can't be changed, so we can think about alternative supply sources."
562,te_0263_c01,te_0263,not_critical,Think about both technological and economical barriers.
563,te_0264_c01,te_0264,critical,Identifies that the student is wrong because they are confused about dissolved oxygen and BOD.
564,te_0264_c02,te_0264,critical,Remind the student that BOD is a measure of concentration of biodegradable organic matter.
565,te_0265_c01,te_0265,critical,"Note that pollutants are not necessarily related to health, but could be associated with other factors, such as cost."
566,te_0266_c01,te_0266,critical,Identifies that the student is wrong because they are confused about the causes of oxygen depletion.
567,te_0266_c02,te_0266,critical,Need to clarify the logical chain of eutrophication.
568,te_0267_c01,te_0267,not_critical,The answer to this questions has actually evolved over time
569,te_0267_c02,te_0267,not_critical,The objective of a treatment plant should meet the current needs
570,te_0268_c01,te_0268,critical,Consider both changes of the environment and the operational performance.
571,te_0269_c01,te_0269,not_critical,The question is not about 'how' but 'why'.
572,te_0269_c02,te_0269,not_critical,It's important to remind the student about the difference between combined and separated treatment systems.
573,te_0270_c01,te_0270,critical,"This is true. There are other types, such as grey, blue H2."
574,te_0270_c02,te_0270,critical,The color prefix means how environmental friendly the H2 is produced.
575,te_0271_c01,te_0271,not_critical,This is an open-end question.
576,te_0271_c02,te_0271,not_critical,Think about the applicable scenarios to utilize the two types of fuels.
577,te_0272_c01,te_0272,not_critical,"Think about the whole life cycle, from sources, production, transportation, and applications."
578,te_0272_c02,te_0272,not_critical,Consider both economical and technological limitations.
579,te_0273_c01,te_0273,critical,Knowing the advantages of smart grid and main issue of traditional electricty grids is the key.
580,te_0274_c01,te_0274,critical,"This depends on many factors, such as demands, countries, and policy."
581,te_0274_c02,te_0274,not_critical,Note that the generation capacity and variability are both important.
582,te_0275_c01,te_0275,critical,The key lies in considering the service availability.
583,te_0276_c01,te_0276,not_critical,Note that the heating value is the key to performing pyrolysis
584,te_0277_c01,te_0277,critical,There is no such criteria to determine the importance
585,te_0277_c02,te_0277,critical,Think about the hierarchy of waste management and why prevention is on the top.
586,te_0278_c01,te_0278,not_critical,Ask students to think about the difference and similarity of organic waste and wastewater sludge.
587,te_0279_c01,te_0279,critical,"Yes, it's possible. In fact, they are already many examples in application."
588,te_0279_c02,te_0279,not_critical,Think about the sensorable properties of solid waste and the overall objectives.
589,te_0280_c01,te_0280,not_critical,This depends on the type of hazardous waste and the needs of pretreatment.
590,te_0280_c02,te_0280,not_critical,Think about how to convert hazardous to non-hazardous.
591,te_0281_c01,te_0281,critical,This is true. Note the unique characteristics of Superfund sites.
592,te_0282_c01,te_0282,not_critical,This is an open-end question.
593,te_0282_c02,te_0282,not_critical,Discuss ways of converting 'trade-offs' to 'win-wins'.
594,te_0283_c01,te_0283,not_critical,Note that they have different scopes.
595,te_0284_c01,te_0284,not_critical,It's important to think out of the box not only just focusing on the city itself but the potential negative impacts.
596,te_0285_c01,te_0285,critical,"Yes, such as water or wastewater source thermal energy recovery."
597,te_0286_c01,te_0286,critical,It's less likely in a short term.
598,te_0286_c02,te_0286,critical,Note that the question is not only about technological barrier but also geopolitical and socioeconomic issues.
599,te_0287_c01,te_0287,not_critical,This depends on the type of enegry sources
600,te_0287_c02,te_0287,not_critical,Remind the student about the characterstics of each renewable energy source.
601,te_0288_c01,te_0288,not_critical,"Energy needs to be sustained, while 'sustainability' is a concept of environment, economic, and social."
602,te_0289_c01,te_0289,critical,This is false. Remind the student about the different infiltration properties bewteen urban and rural infrastructures.
603,te_0290_c01,te_0290,not_critical,Explain that TMDL is a bottom-up approach.
604,te_0290_c02,te_0290,not_critical,Explain that the capacities of different water bodies are different.
605,te_0291_c01,te_0291,critical,"TARP needs an enormous budget, which is not affordable for most of other cities."
606,te_0292_c01,te_0292,not_critical,Acknowledges that the student made a correct statement about the stormwater.
607,te_0292_c02,te_0292,not_critical,Ask the student to understand the water quality changes over the stormwater period.
608,te_0293_c01,te_0293,not_critical,"There can be different approaches, ranging from physical to chemical, and more."
609,te_0294_c01,te_0294,not_critical,This depends on concentrations and location conditions
610,te_0294_c02,te_0294,not_critical,Note that the fate and transport of a primary pollutant is important.
611,te_0295_c01,te_0295,critical,This depends on how you define 'harmful'.
612,te_0295_c02,te_0295,not_critical,Think about the representative primary or secondary particles and their respective impacts.
613,te_0296_c01,te_0296,critical,"Yes, Energy related CO2 is the major part of current total CO2 emissions."
614,te_0296_c02,te_0296,not_critical,Energy sources with less CO2 emitted are readily available.
615,te_0297_c01,te_0297,critical,"The question is not about the definition of GWP, but why it's important in decarbonization."
616,te_0297_c02,te_0297,critical,GWP is a normalized index without considering concentration.
617,te_0298_c01,te_0298,critical,This is false. Remind the student that the resouces are limited.
618,te_0298_c02,te_0298,critical,There are factors to be considered in addition to GWP.
619,te_0299_c01,te_0299,critical,From ideal gas equation $R = \frac{Pv}{T}
620,te_0299_c02,te_0299,critical,"The units of pressure are Pa=N/m^2, units of v are m^3/kg and units of T are K. By cancelling the m^2, we obtain N*m/kg/K=J/kg/K."
621,te_0300_c01,te_0300,critical,Ideally by comparing to experimental data
622,te_0300_c02,te_0300,critical,Consider whether the gas is in extreme temperature or pressure regimes
623,te_0301_c01,te_0301,critical,The temperature must be expressed in Kelvin when using the ideal gas law
624,te_0302_c01,te_0302,critical,A constant-volume process
625,te_0303_c01,te_0303,critical,"We could measure it in Fahrenheit, but Kelvin is preferred in science because it is a metric unit and is zero at absolute zero"
626,te_0303_c02,te_0303,critical,Point out that the ideal gas equation of state requires the temperature scale to be zero at absolute zero.
627,te_0304_c01,te_0304,critical,"Yes, it could still violate the second law of thermodynamics."
628,te_0305_c01,te_0305,critical,Imagine a combined system with two heat reservoirs of different temperatures
629,te_0305_c02,te_0305,critical,An engine turns the heat transfer from the hot to cold reservoir into useful power
630,te_0305_c03,te_0305,critical,The power drives a heat pump which moves heat from the cold reservoir to the hot reservoir
631,te_0306_c01,te_0306,critical,"Kelvin-Planck is about the conversion of heat into work, while Clausius is about the direction of heat transfer."
632,te_0307_c01,te_0307,critical,It would violate either the first or the second laws of thermodynamics.
633,te_0308_c01,te_0308,critical,"A closed system is one that does not exchange mass with its surroundings, but can exchange energy (heat and work)."
634,te_0309_c01,te_0309,critical,"A state function is a property of the system that only depends on the current state of the system, not on how it got there."
635,te_0310_c01,te_0310,critical,"Newton's second law applies to point particles, which are theoretical point masses with no size or shape"
636,te_0311_c01,te_0311,critical,"From Newton's third law: If particle A exerts a force on particle B, then particle B exerts an equal and opposite force on particle A"
637,te_0312_c01,te_0312,critical,"This is not valid, e.g., the velocity of the particles will vary across the body when the body is rotating"
638,te_0313_c01,te_0313,critical,The electromagnetic force which forms atomic and molecular bonds
639,te_0313_c02,te_0313,not_critical,"Note that a rigid body is a theoretical ideal, whereas real bodies are deformable"
640,te_0314_c01,te_0314,critical,"Point out: we need to show that for every odd permutation τ, there exists an even permutation μ that maps to it."
641,te_0314_c02,te_0314,critical,Show how to find such a permutation.
642,te_0315_c01,te_0315,critical,"Permutations can be composed, and they form a group."
643,te_0315_c02,te_0315,critical,Permutations can be expressed conveniently in the cycle form.
644,te_0315_c03,te_0315,not_critical,"There are two main types of permutations: even permutations that can be expressed as a product of an even number of transpositions, and odd permutations that can be expressed as a product of an odd number of transpositions."
645,te_0316_c01,te_0316,critical,"Give at least one concrete example, where the concept of even/odd permutations is requited. This could be for instance in the definition of determinants, or for the fact that the alternating group is one of the simplest simple groups."
646,te_0317_c01,te_0317,not_critical,Student is confused.
647,te_0317_c02,te_0317,critical,Point out odd permutations are not closed under multiplication.
648,te_0317_c03,te_0317,critical,Explain the previous point.
649,te_0318_c01,te_0318,critical,Student has confused the order of applying the permutations when they are multiplied.
650,te_0318_c02,te_0318,critical,"Permutation (13) acts first, then (235)."
651,te_0319_c01,te_0319,critical,Many of the early cryptosystems were vulnerable to frequency analysis.
652,te_0319_c02,te_0319,critical,"Modern cryptosystems, such as RSA are safe against such simple attacks."
653,te_0320_c01,te_0320,not_critical,Explain how to obtain the answer.
654,te_0320_c02,te_0320,critical,Correct answer: QVQ LBH RNG ZL CVMMN OEHGHF.
655,te_0321_c01,te_0321,critical,Many public-key cryptosystems such as RSA and many variants of elliptic curve cryptography would indeed be vulnerable to attacks by a quantum computer.
656,te_0321_c02,te_0321,critical,"Most widely used private-key cryptosystems, such as AES would not be vulnerable to quantum attacks."
657,te_0321_c03,te_0321,critical,"There is no capable enough quantum computer yet to run the attacks, but this may change in the future."
658,te_0321_c04,te_0321,critical,"Researchers have developed, and are currently developing new, post-quantum public-key cryptosystems (for example, lattice-based cryptography), that would be safe against quantum attacks."
659,te_0322_c01,te_0322,critical,"Private-key means that the same key is used both for encryption and decryption. Such a key has to be kept private, or otherwise all encrypted messages could be decrypted by anyone!"
660,te_0322_c02,te_0322,critical,"There are also public-key cryptosystems such as RSA, where encryption can be done using one key (this key can be kept public), and decryption by another (this key has to be kept private)."
661,te_0323_c01,te_0323,critical,Point out that thesting all possibilities is not feasible in general.
662,te_0324_c01,te_0324,critical,Recall that Theorem 4 indicates disjoint cycles while Theorem 5 does not mention disjointness
663,te_0325_c01,te_0325,critical,"Note that Theorem 4 does not say that $\sigma=\sigma_1=\cdots=\sigma_m$. Instead, it says $\sigma=\sigma_1\cdots\sigma_m$"
664,te_0325_c02,te_0325,critical,"Explain that $\sigma=\sigma_1\cdots\sigma_m$ follows from the fact that the decomposition is disjoint and that, by construction, the cycle $\sigma_i$ is a restriction of $\sigma$"
665,te_0326_c01,te_0326,critical,Identifies and points out to the student that they get confused by pre-assuming things from other branches
666,te_0326_c02,te_0326,critical,We are not in linear algebra
667,te_0326_c03,te_0326,critical,"The two row notation is not really a matrix notation. It is only a way of writing the permutation using a table, with no algebraic structure of matices used"
668,te_0327_c01,te_0327,critical,Indicate the definition of permutations and that permutations form a group with composition
669,te_0327_c02,te_0327,critical,Indicate the definition of cycles and transpositions. State the unique disjoint cycles decomposition and that every permutation could be written as a product of transpositions
670,te_0327_c03,te_0327,critical,Indicate the definition of sign and the fact that sign is well defined
671,te_0327_c04,te_0327,not_critical,Indicate how to find the disjoint cycle decomposition and how to write a cycle as a product of transpositions
672,te_0328_c01,te_0328,critical,Explain the general mathematical intuition that dimension is a matter of degrees of freedom
673,te_0328_c02,te_0328,critical,Explain that the notion of $n$ degrees of freedom means that points are in one-to-one correspondence with giving $n$ arbitrary values
674,te_0328_c03,te_0328,not_critical,"For extra clarification, it might be good to refer to Exercise 2"
675,te_0329_c01,te_0329,not_critical,"Summarizes the last part of the section, the part that the student specifically asked about."
676,te_0329_c02,te_0329,critical,"A projective point $P$ is an affine line, which can be represented by a diretion vector defining it. A projective line is an affine plane, which could be represented by a normal vector"
677,te_0329_c03,te_0329,not_critical,An affine line is in an affine plane if and only if the directed vectors of the line are perpendicular to the normal vectors of the plane
678,te_0329_c04,te_0329,not_critical,Vectors are orthogonal if their inner product is $0$
679,te_0329_c05,te_0329,critical,"Note that the formula $l·P=0$ is homogeneous. Thus, $l·P=0$ is well defined (i.e. it does not depend on the choice of representatives of $P$ or normal vectors of $l$)"
680,te_0330_c01,te_0330,critical,Recall that vectors have unique coordinates for a given base
681,te_0330_c02,te_0330,critical,Compute $Ue_0$
682,te_0331_c01,te_0331,not_critical,The response acknowledges the student's struggles in starting the chapter. Bases the response more on the information from the very beginning of the chapter.
683,te_0331_c02,te_0331,critical,It is a quotient space. Recall what quotient spaces are
684,te_0331_c03,te_0331,critical,Define the projective (homogeneous) equivalence relation and indicate what the projective equivalence classes are.
685,te_0332_c01,te_0332,critical,Tangle number is a rational number associated to a tangle
686,te_0332_c02,te_0332,critical,Mention that it is an invariant of the tangle
687,te_0332_c03,te_0332,critical,"It can be computed given a nested twist description of your tangle: adding a twist on the right increases the tangle number by 1, and adding a bottom twist changes the tangle number from x to 1/(1 + 1/x)"
688,te_0333_c01,te_0333,critical,Tangle number can be infinite
689,te_0333_c02,te_0333,critical,Tangle type is infinite for a single type of tangle
690,te_0334_c01,te_0334,critical,"Using the continued fraction representation, one can construct tangle corresponding to a given rational number."
691,te_0335_c01,te_0335,critical,Point out the general definition of a tangle.
692,te_0335_c02,te_0335,critical,Give example of another class of tangles (e.g. algebraic tangle)
693,te_0336_c01,te_0336,critical,Tangle number is an invariant: if two tangles have different numbers then they are different.
694,te_0336_c02,te_0336,critical,Tangle number is a complete invariant: two rational tangles are the same if and only if their tangle numbers coincide.
695,te_0337_c01,te_0337,critical,Explain that these notions are very connected.
696,te_0337_c02,te_0337,critical,Explain that two numbers are congruent modulo a number when their difference lies in the ideal generated by that number
697,te_0337_c03,te_0337,critical,"Show the following derivation: if a = qn+r and b=q'n+r (i.e. a and b are congrudent mod n), then a-b = n(q-q'), so a-b lies in the ideal generated by n"
698,te_0338_c01,te_0338,critical,Explain that every ring homomorphism defines an ideal via its kernel
699,te_0338_c02,te_0338,not_critical,Note that every *prime* ideal defines a homomorphism from the ring onto its quotient ring
700,te_0338_c03,te_0338,critical,emphasise that non-prime ideals are not related to ring homomorphisms.
701,te_0339_c01,te_0339,critical,Explain that these theorems show that addition and multiplication factor through when we quotient by an ideal
702,te_0339_c02,te_0339,critical,These theorems are useful for proving that the quotient of a ring is a ring when the ideal is prime. This is an important theorem in algebra.
703,te_0340_c01,te_0340,critical,Identifies and points out to the student that they are mistaken.
704,te_0340_c02,te_0340,critical,Note that the challenge asks to find an example of a prime ideal which is not maximal.
705,te_0340_c03,te_0340,not_critical,Give an example with polynomials in several variables. For example the ideal generated by x-y is prime but not maximal
706,te_0340_c04,te_0340,not_critical,"Could explain that non-maximal prime ideals are very important in algebra geometry. The correspond to curves, whereas maximal ideals correspond to points"
707,te_0341_c01,te_0341,critical,Explain that the set of multiples of a prime number forms a prime ideal
708,te_0341_c02,te_0341,critical,"In fact, explain that an ideal in the integers is prime if and only if it generated by a prime number."
709,te_0342_c01,te_0342,critical,"Remember the binomial formula, and point out that $(4-y)^2$ isn't $16+y^2$"
710,te_0342_c02,te_0342,critical,There is also a sign error from $16+y^2+y^2=10$ to $2y^2=6$. A good response must find all the mistakes
711,te_0343_c01,te_0343,critical,Propose new original problems (no problems from the text)
712,te_0343_c02,te_0343,not_critical,Propose problems of different kind
713,te_0344_c01,te_0344,critical,"Targets the first part of the exercise, since the student's question is about that part."
714,te_0344_c02,te_0344,critical_negative,Does not discuss the second part.
715,te_0344_c03,te_0344,not_critical,"Recognizes that the student is struggling with the algebra, not the geometry."
716,te_0344_c04,te_0344,critical,Explains the algebra involved in the problem.
717,te_0344_c05,te_0344,not_critical,Recall the general equations of a circle and a hyperbola
718,te_0344_c06,te_0344,not_critical,Recall the canonical equations of circles and hyperbolas and how they are obtained by changing variables
719,te_0344_c07,te_0344,not_critical,"Note that the question does not assume that both are given in canonical form. We can still, by changing the variables, assume that one is in canonical form, but the other should be written in general form."
720,te_0345_c01,te_0345,not_critical,The easiest way is proof by induction
721,te_0345_c02,te_0345,not_critical,"There are also proofs by combinatorial arguments, but they are harder to write down rigorously"
722,te_0345_c03,te_0345,critical,"Note that in the induction step, we need to prove or use properties of binomial coefficients which follow from Pascal's triangle."
723,te_0346_c01,te_0346,critical,the question asks to calculate 8 choose 5
724,te_0346_c02,te_0346,critical,"the answer is 56, as stated in the chapter"
725,te_0346_c03,te_0346,critical,show the student how to use cancellations in the binomial coefficient formula to avoid carrying out large multiplications
726,te_0347_c01,te_0347,critical,This is wrong. Point out that it's false to write 2!\times 5! = (2 \times 5)!
727,te_0347_c02,te_0347,not_critical,Maybe suggest the student check that this is an illegal operation by considering smaller familiar values
728,te_0348_c01,te_0348,not_critical,Identifies and points out to the student that they are confused
729,te_0348_c02,te_0348,critical,"In this context, a 'set of n elements' can only contain n distinct elements. Repetitions are not allowed"
730,te_0348_c03,te_0348,not_critical,"Explain that if we want to choose elements which have repetitions, we need to divide the binomial coefficient by j! when there are j identical elements"
731,te_0349_c01,te_0349,not_critical,Point out connection to combinatorics
732,te_0349_c02,te_0349,critical,"n! is the numbers of ways of arranging n objects, and there is only one way of arranging 0 objects"
733,te_0349_c03,te_0349,not_critical,"Point out argument by induction: (n+1)! = (n+1)*n!, and if 0! = 0 then all n! would be zero"
734,te_0349_c04,te_0349,not_critical,The formulation of the binomial theorem is also made simpler by setting 0! = 1
735,te_0350_c01,te_0350,critical,"Recall that to find divisors, one needs to write down all ways to express 24 as a product of two positive integers."
736,te_0350_c02,te_0350,critical,Notice that 12 is missing from the divisors listed in Example 1.
737,te_0351_c01,te_0351,critical,Explains the definition of divisors again.
738,te_0351_c02,te_0351,critical,"Explain that 1* 18, 2* 9 and 3*6 are all equal to 18. Hence the list."
739,te_0352_c01,te_0352,critical,find factors of a number by dividing by prime numbers from 2 up to square root of $n$. Keep repeating the process until we have a prime number left.
740,te_0353_c01,te_0353,not_critical,this is explained in the textbook chapter
741,te_0353_c02,te_0353,not_critical,explain that this is easy because the polynomials are monomials
742,te_0354_c01,te_0354,not_critical,Have to first work through examples on paper to get used to it.
743,te_0354_c02,te_0354,not_critical,Compute GCF of monomials.
744,te_0354_c03,te_0354,critical,"Factor boy grouping monomials in groups of 2,3, etc."
745,te_0355_c01,te_0355,not_critical,the question is phrased in a misleading way
746,te_0355_c02,te_0355,not_critical,there is no single well-defined procedure of factoring by grouping
747,te_0355_c03,te_0355,not_critical,factoring requires lots of trial and error
748,te_0356_c01,te_0356,critical,Answer is (x+6)(x-9).
749,te_0357_c01,te_0357,critical,Point out infinity is not a number.
750,te_0357_c02,te_0357,critical,"Thus, the question does not make sense."
751,te_0358_c01,te_0358,not_critical,Student is confused.
752,te_0358_c02,te_0358,critical,Point out variable can be any letter.
753,te_0358_c03,te_0358,critical,"Here, we are asked to solve for a."
754,te_0359_c01,te_0359,critical,Point out the existence of quadratic formula.
755,te_0360_c01,te_0360,critical,Student has confused parameter with variable.
756,te_0360_c02,te_0360,critical,"The letters a,b, and c are parameters for an equation in x. You should think them as placeholders for some specific numbers."
757,te_0360_c03,te_0360,not_critical,"When solving ax^2 + bx + c=0, we want to solve x in terms of a,b, and c."
758,te_0361_c01,te_0361,critical,"This the debt analogy directly leads to negative numbers when we formalize transaction, although one can use them fo rdebt as well"
759,te_0362_c01,te_0362,critical,"First, if two numbers are equal, it is one and the same number! So they actually both have to have the _same_ prime factorization since that is unique for each number"
760,te_0362_c02,te_0362,critical,"The contradiction comes from considering that parity, when we express the numerator and denominator of the rational representation of $\sqrt(2)$ in their prime factorization. If we square $p$ and $q$, expressed in their prime factorization, then the amount of factors in their prime factorization doubles. Since $p^2$ and $2q^2$ represent the same number, they have to have an identical prime factorization - in particular, the prime factorization of both of these same numbers has to have the same parity (either an even or an odd number of factors). Now, $p^2$ has an odd number of factors, so should $2 q^2$ thus, since it is equal to $p^2$. But the number of factors $2q^2$ has is odd, as $q^2$, after squaring has to have an even number of factors. This cannot be, that one and the same number has, depending on how you express it, either an odd or an even number of factors in its prime factorization. This is the contradiction we were looking for"
761,te_0363_c01,te_0363,critical,"If the number $n$ is a prime number, then proof works indeed analogously since we only made use of the property of $2$ that its prime factorization consists of a single factor - and this is true for any prime"
762,te_0363_c02,te_0363,critical,"If $n$ is any number except a prime, the proof doesn't work anymore, since the prime factorization of $n$, in that case, will contain more than one factor - it might contain two, as in the case of $6=2\times 3$, in which case the parity of $6q^2$ will be preserved, so we cannot conclude in this case that a parity violation has occurred. Nonetheless, it is still the case that such numbers can be irrational, such as the number $\sqrt(6)$; but the given proof doesn't work anymore in this case"
763,te_0364_c01,te_0364,critical,"Yes, since a decimal number is merely a (digit-10) _writing system_ for rational numbers (with potentially infinitely many digits); although they could be written in various other forms too"
764,te_0365_c01,te_0365,critical,"This is the formula to calculate the slope of a line going through two points (x,y), (a, b)"
765,te_0365_c02,te_0365,critical,"Here we set a = 0, as b is the y-intercept of the line"
766,te_0366_c01,te_0366,critical,the definition of y-intercept and slope-intercept formula
767,te_0366_c02,te_0366,critical,the point-slope formula
768,te_0366_c03,te_0366,not_critical,note that all other manipulations follow from these formulas using routine algebra
769,te_0367_c01,te_0367,critical,Identifies and points out to the student that they have made a mistake in calculating the slope
770,te_0367_c02,te_0367,critical,"Point out that this can't be right, because the line does not go through the second point"
771,te_0367_c03,te_0367,critical,Point out that the student made a typo in calculating the slope. Otherwise the method is good.
772,te_0367_c04,te_0367,critical,the correct answer is a=-3/4 and b=-11/4
773,te_0368_c01,te_0368,critical,This is not exactly true and the student should be careful
774,te_0368_c02,te_0368,not_critical,"If the line is perfectly horizontal, shifting the y-intercept only corresponds to translating the line vertically"
775,te_0368_c03,te_0368,critical,"If the line is not horizontal, the student's claim is true"
776,te_0368_c04,te_0368,not_critical,"When moving to harder topics like parabollas or sine functions, changing the y-intercept corresponds to shifting vertically but not horizontally"
777,te_0369_c01,te_0369,critical,"In principle yes - but some individual steps might not be possible, e.g. if the numerator contains a function whose zeros do not have a closed-form expression"
778,te_0370_c01,te_0370,not_critical,The fact that this is easy is due to the simplicity of the problem
779,te_0370_c02,te_0370,not_critical,"If the numerator were to contain a much more complicated expression, then this wouldn't be possible"
780,te_0371_c01,te_0371,not_critical,"Indeed, what the text presents is a cookbook recipe"
781,te_0371_c02,te_0371,critical,"From a mathematical perspective it is not necessary to proceed in that way, one could, for example, also start with some of the other steps"
782,te_0372_c01,te_0372,critical,Check that each element of $A$ is also an element of $B$.
783,te_0372_c02,te_0372,critical,Use the fact that $4$ is divisible by $2$.
784,te_0373_c01,te_0373,critical,Relations are sets with special properties and so are functions.
785,te_0373_c02,te_0373,critical,Recall the definitions of relations and functions to illustrate.
786,te_0374_c01,te_0374,critical,"No, this merely requires you to instantiate the previous definition of the cartesian product"
787,te_0375_c01,te_0375,critical,"Obviously $m \sim_{R} m = m-m=0$ is even, so it is reflexive"
788,te_0375_c02,te_0375,critical,"If $m \sim_{R} n$, and $n \sim_{R} p$, then $m-n$ and $n-p$ are even. Adding two even numbers results in an even number, so $m-p$ is also even, and hence $m \sim_{R} p$, so the relation is transitive"
789,te_0375_c03,te_0375,critical,"If $m \sim_{R} n$, then $m-n$ is even; but the negative of this, $-(m-n)=n-m$ is also even, which means that $n \sim_{R} m$, hence the relationship is antisymmetric"
790,te_0375_c04,te_0375,critical_negative,"A reflexive, transitive and antisymmetric relation is and equivalence relation"
791,te_0376_c01,te_0376,critical,The equality is false. Take A=D and B and C empty.
792,te_0376_c02,te_0376,not_critical,Bonus: The inclusion from right to left is however true.
793,te_0377_c01,te_0377,critical,"Yes, it is possible to explicitly construct the set of integers, out of the set of natural numbers"
794,te_0377_c02,te_0377,critical,"The set of natural numbers can be rigorously constructed from a given foundational system of axioms, such as ZFC"
795,te_0378_c01,te_0378,critical,The limit of the convergent subsequence is the limit of the Cauchy sequence.
796,te_0378_c02,te_0378,critical,Provide a proof by writing down definitions of convergent subsequence and Cauchy sequence with \epsilon.
797,te_0379_c01,te_0379,critical,The proof does not work.
798,te_0379_c02,te_0379,critical,"Have to first extract a subsequence of $(x_k)_{k=1}^\infty$ along indices $(k_i)_{i=1}^\infty$ and, later, a subsequence of $(y_{k_i})_{i=1}^\infty$."
799,te_0380_c01,te_0380,critical,"Point out a counter-example. For instance, the real numbers with the Euclidean metric are complete but not compact."
800,te_0381_c01,te_0381,critical,"No, since elements in a set are not allowed to repeat eachother"
