atlas_idx,question_id
2111,hellaswag-val-5195
2112,hellaswag-val-4491
2113,hellaswag-val-5244
2114,hellaswag-val-7974
2115,hellaswag-val-6663
2116,hellaswag-val-5385
2117,hellaswag-val-8301
2118,hellaswag-val-4561
2119,hellaswag-val-628
2120,hellaswag-val-7804
2121,hellaswag-val-5249
2122,hellaswag-val-1168
2123,hellaswag-val-658
2124,hellaswag-val-4070
2125,hellaswag-val-2793
2126,hellaswag-val-6643
2127,hellaswag-val-4385
2128,hellaswag-val-3299
2129,hellaswag-val-193
2130,hellaswag-val-7127
2131,hellaswag-val-4216
2132,hellaswag-val-9389
2133,hellaswag-val-3836
2134,hellaswag-val-1064
2135,hellaswag-val-9777
2136,hellaswag-val-1255
2137,hellaswag-val-5984
2138,hellaswag-val-7077
2139,hellaswag-val-4538
2140,hellaswag-val-2891
2141,hellaswag-val-4093
2142,hellaswag-val-8734
2143,hellaswag-val-2679
2144,hellaswag-val-5537
2145,hellaswag-val-2219
2146,hellaswag-val-3803
2147,hellaswag-val-9108
2148,hellaswag-val-9530
2149,hellaswag-val-257
2150,hellaswag-val-774
2151,hellaswag-val-4389
2152,hellaswag-val-6156
2153,hellaswag-val-8385
2154,hellaswag-val-4882
2155,hellaswag-val-3621
2156,hellaswag-val-6713
2157,hellaswag-val-540
2158,hellaswag-val-3842
2159,hellaswag-val-9722
2160,hellaswag-val-5642
2161,hellaswag-val-3055
2162,hellaswag-val-836
2163,hellaswag-val-8625
2164,hellaswag-val-6488
2165,hellaswag-val-3797
2166,hellaswag-val-7333
2167,hellaswag-val-6559
2168,hellaswag-val-4963
2169,hellaswag-val-4329
2170,hellaswag-val-315
2171,hellaswag-val-4410
2172,hellaswag-val-6961
2173,hellaswag-val-7596
2174,hellaswag-val-328
2175,hellaswag-val-357
2176,hellaswag-val-3635
2177,hellaswag-val-9929
2178,hellaswag-val-268
2179,hellaswag-val-4875
2180,hellaswag-val-7969
2181,hellaswag-val-9421
2182,hellaswag-val-2178
2183,hellaswag-val-5836
2184,hellaswag-val-9287
2185,hellaswag-val-9547
2186,hellaswag-val-3614
2187,hellaswag-val-6431
2188,hellaswag-val-5715
2189,hellaswag-val-1414
2190,hellaswag-val-8793
2191,hellaswag-val-9364
2192,hellaswag-val-3416
2193,hellaswag-val-4474
2194,hellaswag-val-4721
2195,hellaswag-val-2062
2196,hellaswag-val-1095
2197,hellaswag-val-1444
2198,hellaswag-val-9756
2199,hellaswag-val-9346
2200,hellaswag-val-3047
2201,hellaswag-val-8871
2202,hellaswag-val-5558
2203,hellaswag-val-9156
2204,hellaswag-val-9561
2205,hellaswag-val-5701
2206,hellaswag-val-8744
2207,hellaswag-val-4178
2208,hellaswag-val-5847
2209,hellaswag-val-7841
2210,hellaswag-val-4189
2211,hellaswag-val-167
2212,hellaswag-val-8732
2213,hellaswag-val-9003
2214,hellaswag-val-1568
2215,hellaswag-val-9711
2216,hellaswag-val-4996
2217,hellaswag-val-1490
2218,hellaswag-val-8608
2219,hellaswag-val-8987
2220,hellaswag-val-4537
2221,hellaswag-val-6136
2222,hellaswag-val-5760
2223,hellaswag-val-7936
2224,hellaswag-val-8593
2225,hellaswag-val-1744
2226,hellaswag-val-8771
2227,hellaswag-val-6597
2228,hellaswag-val-4464
2229,hellaswag-val-1363
2230,hellaswag-val-1576
2231,hellaswag-val-5544
2232,hellaswag-val-8638
2233,hellaswag-val-2666
2234,hellaswag-val-1517
2235,hellaswag-val-6644
2236,hellaswag-val-5376
2237,hellaswag-val-3573
2238,hellaswag-val-6886
2239,hellaswag-val-6289
2240,hellaswag-val-5164
2241,hellaswag-val-3070
2242,hellaswag-val-5479
2243,hellaswag-val-7693
2244,hellaswag-val-8704
2245,hellaswag-val-6283
2246,hellaswag-val-3363
2247,hellaswag-val-2849
2248,hellaswag-val-8370
2249,hellaswag-val-2305
2250,hellaswag-val-9552
2251,hellaswag-val-6198
2252,hellaswag-val-9065
2253,hellaswag-val-3329
2254,hellaswag-val-6736
2255,hellaswag-val-4165
2256,hellaswag-val-2028
2257,hellaswag-val-4826
2258,hellaswag-val-3544
2259,hellaswag-val-1963
2260,hellaswag-val-4878
2261,hellaswag-val-8073
2262,hellaswag-val-9445
2263,hellaswag-val-5422
2264,hellaswag-val-2065
2265,hellaswag-val-2966
2266,hellaswag-val-5613
2267,hellaswag-val-4217
2268,hellaswag-val-7456
2269,hellaswag-val-6634
2270,hellaswag-val-2460
2271,hellaswag-val-910
2272,hellaswag-val-4024
2273,hellaswag-val-3079
2274,hellaswag-val-1015
2275,hellaswag-val-5102
2276,hellaswag-val-9699
2277,hellaswag-val-5259
2278,hellaswag-val-9341
2279,hellaswag-val-8848
2280,hellaswag-val-6214
2281,hellaswag-val-886
2282,hellaswag-val-9825
2283,hellaswag-val-2137
2284,hellaswag-val-1686
2285,hellaswag-val-354
2286,hellaswag-val-940
2287,hellaswag-val-8395
2288,hellaswag-val-6979
2289,hellaswag-val-9795
2290,hellaswag-val-8290
2291,hellaswag-val-8044
2292,hellaswag-val-4366
2293,hellaswag-val-3015
2294,hellaswag-val-9171
2295,hellaswag-val-3328
2296,hellaswag-val-4696
2297,hellaswag-val-7714
2298,hellaswag-val-559
2299,hellaswag-val-4779
2300,hellaswag-val-244
2301,hellaswag-val-131
2302,hellaswag-val-9541
2303,hellaswag-val-7116
2304,hellaswag-val-3568
2305,hellaswag-val-9842
2306,hellaswag-val-7308
2307,hellaswag-val-795
2308,hellaswag-val-7795
2309,hellaswag-val-8827
2310,hellaswag-val-1529
2311,hellaswag-val-10034
2312,hellaswag-val-5340
2313,hellaswag-val-7501
2314,hellaswag-val-8683
2315,hellaswag-val-593
2316,hellaswag-val-7670
2317,hellaswag-val-4287
2318,hellaswag-val-8049
2319,hellaswag-val-6157
2320,hellaswag-val-6987
2321,hellaswag-val-3275
2322,hellaswag-val-4222
2323,hellaswag-val-4852
2324,hellaswag-val-1689
2325,hellaswag-val-7626
2326,hellaswag-val-6502
2327,hellaswag-val-8012
2328,hellaswag-val-2333
2329,hellaswag-val-451
2330,hellaswag-val-8186
2331,hellaswag-val-6387
2332,hellaswag-val-9183
2333,hellaswag-val-1716
2334,hellaswag-val-8579
2335,hellaswag-val-6660
2336,hellaswag-val-3569
2337,hellaswag-val-4918
2338,hellaswag-val-2661
2339,hellaswag-val-2109
2340,hellaswag-val-9401
2341,hellaswag-val-8158
2342,hellaswag-val-3555
2343,hellaswag-val-720
2344,hellaswag-val-6361
2345,hellaswag-val-214
2346,hellaswag-val-427
2347,hellaswag-val-177
2348,hellaswag-val-9251
2349,hellaswag-val-9980
2350,hellaswag-val-8460
2351,hellaswag-val-2645
2352,hellaswag-val-8855
2353,hellaswag-val-1167
2354,hellaswag-val-8361
2355,hellaswag-val-3825
2356,hellaswag-val-176
2357,hellaswag-val-8879
2358,hellaswag-val-8984
2359,hellaswag-val-5151
2360,hellaswag-val-2649
2361,hellaswag-val-9838
2362,hellaswag-val-8488
2363,hellaswag-val-793
2364,hellaswag-val-2839
2365,hellaswag-val-4107
2366,hellaswag-val-5498
2367,hellaswag-val-8599
2368,hellaswag-val-2604
2369,hellaswag-val-4592
2370,hellaswag-val-2210
2371,hellaswag-val-1482
2372,hellaswag-val-391
2373,hellaswag-val-5454
2374,hellaswag-val-7492
2375,hellaswag-val-7745
2376,hellaswag-val-4620
2377,hellaswag-val-9601
2378,hellaswag-val-9154
2379,hellaswag-val-5468
2380,hellaswag-val-8247
2381,hellaswag-val-6265
2382,hellaswag-val-5386
2383,hellaswag-val-9505
2384,hellaswag-val-5335
2385,hellaswag-val-4298
2386,hellaswag-val-714
2387,hellaswag-val-979
2388,hellaswag-val-1687
2389,hellaswag-val-7444
2390,hellaswag-val-7503
2391,hellaswag-val-7081
2392,hellaswag-val-8053
2393,hellaswag-val-844
2394,hellaswag-val-3865
2395,hellaswag-val-6312
2396,hellaswag-val-1704
2397,hellaswag-val-1162
2398,hellaswag-val-7675
2399,hellaswag-val-7132
2400,hellaswag-val-29
2401,hellaswag-val-9479
2402,hellaswag-val-7788
2403,hellaswag-val-1994
2404,hellaswag-val-7364
2405,hellaswag-val-6829
2406,hellaswag-val-7528
2407,hellaswag-val-10040
2408,hellaswag-val-8972
2409,hellaswag-val-8097
2410,hellaswag-val-4792
2411,hellaswag-val-997
2412,hellaswag-val-9928
2413,hellaswag-val-6599
2414,hellaswag-val-5407
2415,hellaswag-val-1515
2416,hellaswag-val-6137
2417,hellaswag-val-3984
2418,hellaswag-val-4324
2419,hellaswag-val-3532
2420,hellaswag-val-2429
2421,hellaswag-val-2435
2422,hellaswag-val-8510
2423,hellaswag-val-9582
2424,hellaswag-val-10010
2425,hellaswag-val-5823
2426,hellaswag-val-9196
2427,hellaswag-val-8816
2428,hellaswag-val-7834
2429,hellaswag-val-3757
2430,hellaswag-val-494
2431,hellaswag-val-1328
2432,hellaswag-val-9040
2433,hellaswag-val-4836
2434,hellaswag-val-6514
2435,hellaswag-val-3334
2436,hellaswag-val-2478
2437,hellaswag-val-903
2438,hellaswag-val-5254
2439,hellaswag-val-6094
2440,hellaswag-val-9611
2441,hellaswag-val-261
2442,hellaswag-val-9269
2443,hellaswag-val-6500
2444,hellaswag-val-7855
2445,hellaswag-val-2637
2446,hellaswag-val-5852
2447,hellaswag-val-204
2448,hellaswag-val-705
2449,hellaswag-val-4203
2450,hellaswag-val-3780
2451,hellaswag-val-6148
2452,hellaswag-val-187
2453,hellaswag-val-5786
2454,hellaswag-val-4778
2455,hellaswag-val-6392
2456,hellaswag-val-3197
2457,hellaswag-val-6176
2458,hellaswag-val-7137
2459,hellaswag-val-6050
2460,hellaswag-val-2373
2461,hellaswag-val-7929
2462,hellaswag-val-5305
2463,hellaswag-val-9696
2464,hellaswag-val-7425
2465,hellaswag-val-3698
2466,hellaswag-val-3202
2467,hellaswag-val-9994
2468,hellaswag-val-175
2469,hellaswag-val-1383
2470,hellaswag-val-9319
2471,hellaswag-val-5066
2472,hellaswag-val-151
2473,hellaswag-val-8956
2474,hellaswag-val-4016
2475,hellaswag-val-8628
2476,hellaswag-val-6153
2477,hellaswag-val-6260
2478,hellaswag-val-7196
2479,hellaswag-val-8048
2480,hellaswag-val-8917
2481,hellaswag-val-6323
2482,hellaswag-val-976
2483,hellaswag-val-4967
2484,hellaswag-val-4675
2485,hellaswag-val-2601
2486,hellaswag-val-9415
2487,hellaswag-val-573
2488,hellaswag-val-4132
2489,hellaswag-val-1793
2490,hellaswag-val-347
2491,hellaswag-val-4501
2492,hellaswag-val-2836
2493,hellaswag-val-3528
2494,hellaswag-val-8352
2495,hellaswag-val-1224
2496,hellaswag-val-5993
2497,hellaswag-val-5853
2498,hellaswag-val-6481
2499,hellaswag-val-6671
2500,hellaswag-val-723
2501,hellaswag-val-831
2502,hellaswag-val-1187
2503,hellaswag-val-6889
2504,hellaswag-val-8128
2505,hellaswag-val-8257
2506,hellaswag-val-7296
2507,hellaswag-val-3751
2508,hellaswag-val-7667
2509,hellaswag-val-226
2510,hellaswag-val-6487
2511,hellaswag-val-8141
2512,hellaswag-val-3059
2513,hellaswag-val-1470
2514,hellaswag-val-2192
2515,hellaswag-val-2968
2516,hellaswag-val-8249
2517,hellaswag-val-6461
2518,hellaswag-val-4443
2519,hellaswag-val-13
2520,hellaswag-val-4159
2521,hellaswag-val-2212
2522,hellaswag-val-4289
2523,hellaswag-val-7576
2524,hellaswag-val-8845
2525,hellaswag-val-9304
2526,hellaswag-val-8323
2527,hellaswag-val-4361
2528,hellaswag-val-15
2529,hellaswag-val-4205
2530,hellaswag-val-5135
2531,hellaswag-val-8591
2532,hellaswag-val-620
2533,hellaswag-val-1091
2534,hellaswag-val-1599
2535,hellaswag-val-7897
2536,hellaswag-val-2838
2537,hellaswag-val-9559
2538,hellaswag-val-3211
2539,hellaswag-val-3331
2540,hellaswag-val-5950
2541,hellaswag-val-1026
2542,hellaswag-val-3238
2543,hellaswag-val-8882
2544,hellaswag-val-8597
2545,hellaswag-val-142
2546,hellaswag-val-9191
2547,hellaswag-val-7765
2548,hellaswag-val-5758
2549,hellaswag-val-435
2550,hellaswag-val-2514
2551,hellaswag-val-7930
2552,hellaswag-val-5165
2553,hellaswag-val-7754
2554,hellaswag-val-3620
2555,hellaswag-val-7059
2556,hellaswag-val-2015
2557,hellaswag-val-5299
2558,hellaswag-val-1608
2559,hellaswag-val-2499
2560,hellaswag-val-4025
2561,hellaswag-val-2014
2562,hellaswag-val-8023
2563,hellaswag-val-9985
2564,hellaswag-val-728
2565,hellaswag-val-9954
2566,hellaswag-val-1057
2567,hellaswag-val-5045
2568,hellaswag-val-7782
2569,hellaswag-val-3664
2570,hellaswag-val-2991
2571,hellaswag-val-2913
2572,hellaswag-val-1135
2573,hellaswag-val-303
2574,hellaswag-val-663
2575,hellaswag-val-8146
2576,hellaswag-val-4714
2577,hellaswag-val-8670
2578,hellaswag-val-1132
2579,hellaswag-val-1857
2580,hellaswag-val-4944
2581,hellaswag-val-8805
2582,hellaswag-val-2726
2583,hellaswag-val-1037
2584,hellaswag-val-6953
2585,hellaswag-val-6342
2586,hellaswag-val-6898
2587,hellaswag-val-8745
2588,hellaswag-val-8202
2589,hellaswag-val-4309
2590,hellaswag-val-2778
2591,hellaswag-val-5338
2592,hellaswag-val-6490
2593,hellaswag-val-498
2594,hellaswag-val-7096
2595,hellaswag-val-3319
2596,hellaswag-val-2433
2597,hellaswag-val-232
2598,hellaswag-val-4907
2599,hellaswag-val-2537
2600,hellaswag-val-6147
2601,hellaswag-val-139
2602,hellaswag-val-790
2603,hellaswag-val-1031
2604,hellaswag-val-3018
2605,hellaswag-val-898
2606,hellaswag-val-2947
2607,hellaswag-val-7946
2608,hellaswag-val-425
2609,hellaswag-val-3452
2610,hellaswag-val-9544
2611,hellaswag-val-3539
2612,hellaswag-val-6977
2613,hellaswag-val-278
2614,hellaswag-val-3666
2615,hellaswag-val-4574
2616,hellaswag-val-2243
2617,hellaswag-val-1283
2618,hellaswag-val-2789
2619,hellaswag-val-3964
2620,hellaswag-val-8869
2621,hellaswag-val-5187
2622,hellaswag-val-7045
2623,hellaswag-val-990
2624,hellaswag-val-9902
2625,hellaswag-val-1602
2626,hellaswag-val-6762
2627,hellaswag-val-1045
2628,hellaswag-val-7636
2629,hellaswag-val-3521
2630,hellaswag-val-1107
2631,hellaswag-val-3341
2632,hellaswag-val-7411
2633,hellaswag-val-8798
2634,hellaswag-val-2831
2635,hellaswag-val-6210
2636,hellaswag-val-5895
2637,hellaswag-val-3276
2638,hellaswag-val-4645
2639,hellaswag-val-3822
2640,hellaswag-val-2171
2641,hellaswag-val-7903
2642,hellaswag-val-1564
2643,hellaswag-val-1838
2644,hellaswag-val-4933
2645,hellaswag-val-6486
2646,hellaswag-val-3672
2647,hellaswag-val-9739
2648,hellaswag-val-9967
2649,hellaswag-val-7681
2650,hellaswag-val-9549
2651,hellaswag-val-9371
2652,hellaswag-val-5541
2653,hellaswag-val-957
2654,hellaswag-val-2181
2655,hellaswag-val-7730
2656,hellaswag-val-4207
2657,hellaswag-val-1950
2658,hellaswag-val-5450
2659,hellaswag-val-1900
2660,hellaswag-val-8382
2661,hellaswag-val-6083
2662,hellaswag-val-5472
2663,hellaswag-val-6544
2664,hellaswag-val-2795
2665,hellaswag-val-222
2666,hellaswag-val-6832
2667,hellaswag-val-7476
2668,hellaswag-val-863
2669,hellaswag-val-9661
2670,hellaswag-val-3188
2671,hellaswag-val-1802
2672,hellaswag-val-7274
2673,hellaswag-val-1569
2674,hellaswag-val-3484
2675,hellaswag-val-2031
2676,hellaswag-val-8980
2677,hellaswag-val-2439
2678,hellaswag-val-3715
2679,hellaswag-val-6942
2680,hellaswag-val-1404
2681,hellaswag-val-5484
2682,hellaswag-val-2160
2683,hellaswag-val-7070
2684,hellaswag-val-7925
2685,hellaswag-val-2905
2686,hellaswag-val-5275
2687,hellaswag-val-6090
2688,hellaswag-val-5821
2689,hellaswag-val-9762
2690,hellaswag-val-619
2691,hellaswag-val-2423
2692,hellaswag-val-7142
2693,hellaswag-val-7785
2694,hellaswag-val-456
2695,hellaswag-val-6279
2696,hellaswag-val-9483
2697,hellaswag-val-9715
2698,hellaswag-val-5174
2699,hellaswag-val-9737
2700,hellaswag-val-542
2701,hellaswag-val-1032
2702,hellaswag-val-9207
2703,hellaswag-val-314
2704,hellaswag-val-8242
2705,hellaswag-val-519
2706,hellaswag-val-337
2707,hellaswag-val-5788
2708,hellaswag-val-1174
2709,hellaswag-val-111
2710,hellaswag-val-2557
2711,hellaswag-val-9375
2712,hellaswag-val-2688
2713,hellaswag-val-211
2714,hellaswag-val-4917
2715,hellaswag-val-692
2716,hellaswag-val-2368
2717,hellaswag-val-1938
2718,hellaswag-val-6791
2719,hellaswag-val-4120
2720,hellaswag-val-1066
2721,hellaswag-val-8216
2722,hellaswag-val-9393
2723,hellaswag-val-9343
2724,hellaswag-val-144
2725,hellaswag-val-4629
2726,hellaswag-val-1184
2727,hellaswag-val-1206
2728,hellaswag-val-1445
2729,hellaswag-val-7440
2730,hellaswag-val-1357
2731,hellaswag-val-2350
2732,hellaswag-val-6250
2733,hellaswag-val-2099
2734,hellaswag-val-1859
2735,hellaswag-val-8402
2736,hellaswag-val-4623
2737,hellaswag-val-4330
2738,hellaswag-val-1407
2739,hellaswag-val-216
2740,hellaswag-val-5052
2741,hellaswag-val-3213
2742,hellaswag-val-5557
2743,hellaswag-val-2208
2744,hellaswag-val-9010
2745,hellaswag-val-5018
2746,hellaswag-val-2739
2747,hellaswag-val-7995
2748,hellaswag-val-5368
2749,hellaswag-val-7776
2750,hellaswag-val-1004
2751,hellaswag-val-6969
2752,hellaswag-val-2498
2753,hellaswag-val-4931
2754,hellaswag-val-9472
2755,hellaswag-val-5530
2756,hellaswag-val-6406
2757,hellaswag-val-1144
2758,hellaswag-val-4812
2759,hellaswag-val-6607
2760,hellaswag-val-6023
2761,hellaswag-val-3153
2762,hellaswag-val-2376
2763,hellaswag-val-3405
2764,hellaswag-val-4589
2765,hellaswag-val-1979
2766,hellaswag-val-8374
2767,hellaswag-val-9279
2768,hellaswag-val-7321
2769,hellaswag-val-4991
2770,hellaswag-val-6823
2771,hellaswag-val-2237
2772,hellaswag-val-7240
2773,hellaswag-val-8058
2774,hellaswag-val-3784
2775,hellaswag-val-9404
2776,hellaswag-val-2040
2777,hellaswag-val-3686
2778,hellaswag-val-30
2779,hellaswag-val-7806
2780,hellaswag-val-8495
2781,hellaswag-val-4480
2782,hellaswag-val-7595
2783,hellaswag-val-9628
2784,hellaswag-val-3835
2785,hellaswag-val-8767
2786,hellaswag-val-4153
2787,hellaswag-val-1737
2788,hellaswag-val-2086
2789,hellaswag-val-1861
2790,hellaswag-val-6470
2791,hellaswag-val-6699
2792,hellaswag-val-9900
2793,hellaswag-val-6076
2794,hellaswag-val-5690
2795,hellaswag-val-7628
2796,hellaswag-val-3859
2797,hellaswag-val-3597
2798,hellaswag-val-9494
2799,hellaswag-val-6390
2800,hellaswag-val-1788
2801,hellaswag-val-7000
2802,hellaswag-val-7671
2803,hellaswag-val-589
2804,hellaswag-val-64
2805,hellaswag-val-8521
2806,hellaswag-val-3763
2807,hellaswag-val-47
2808,hellaswag-val-6909
2809,hellaswag-val-9032
2810,hellaswag-val-6255
2811,hellaswag-val-7422
2812,hellaswag-val-8014
2813,hellaswag-val-1708
2814,hellaswag-val-3267
2815,hellaswag-val-7993
2816,hellaswag-val-8305
2817,hellaswag-val-770
2818,hellaswag-val-2874
2819,hellaswag-val-7002
2820,hellaswag-val-8693
2821,hellaswag-val-7258
2822,hellaswag-val-8577
2823,hellaswag-val-2232
2824,hellaswag-val-1782
2825,hellaswag-val-9751
2826,hellaswag-val-9903
2827,hellaswag-val-1567
2828,hellaswag-val-1303
2829,hellaswag-val-3617
2830,hellaswag-val-4239
2831,hellaswag-val-6845
2832,hellaswag-val-8832
2833,hellaswag-val-963
2834,hellaswag-val-6847
2835,hellaswag-val-1155
2836,hellaswag-val-449
2837,hellaswag-val-3511
2838,hellaswag-val-2293
2839,hellaswag-val-3
2840,hellaswag-val-3669
2841,hellaswag-val-8708
2842,hellaswag-val-9686
2843,hellaswag-val-8078
2844,hellaswag-val-8829
2845,hellaswag-val-4310
2846,hellaswag-val-9501
2847,hellaswag-val-2090
2848,hellaswag-val-9241
2849,hellaswag-val-6577
2850,hellaswag-val-4331
2851,hellaswag-val-5815
2852,hellaswag-val-7312
2853,hellaswag-val-5114
2854,hellaswag-val-4056
2855,hellaswag-val-2783
2856,hellaswag-val-6871
2857,hellaswag-val-7707
2858,hellaswag-val-6964
2859,hellaswag-val-6360
2860,hellaswag-val-8393
2861,hellaswag-val-801
2862,hellaswag-val-1831
2863,hellaswag-val-3291
2864,hellaswag-val-2521
2865,hellaswag-val-1597
2866,hellaswag-val-9540
2867,hellaswag-val-2176
2868,hellaswag-val-1855
2869,hellaswag-val-3035
2870,hellaswag-val-2706
2871,hellaswag-val-5049
2872,hellaswag-val-3928
2873,hellaswag-val-6036
2874,hellaswag-val-2378
2875,hellaswag-val-569
2876,hellaswag-val-4819
2877,hellaswag-val-4447
2878,hellaswag-val-9698
2879,hellaswag-val-3663
2880,hellaswag-val-2641
2881,hellaswag-val-4179
2882,hellaswag-val-9426
2883,hellaswag-val-6432
2884,hellaswag-val-8754
2885,hellaswag-val-3132
2886,hellaswag-val-4868
2887,hellaswag-val-2450
2888,hellaswag-val-285
2889,hellaswag-val-1662
2890,hellaswag-val-7718
2891,hellaswag-val-5222
2892,hellaswag-val-1823
2893,hellaswag-val-399
2894,hellaswag-val-3604
2895,hellaswag-val-5920
2896,hellaswag-val-6235
2897,hellaswag-val-2994
2898,hellaswag-val-8822
2899,hellaswag-val-4596
2900,hellaswag-val-1993
2901,hellaswag-val-5651
2902,hellaswag-val-4007
2903,hellaswag-val-7069
2904,hellaswag-val-5512
2905,hellaswag-val-3870
2906,hellaswag-val-9202
2907,hellaswag-val-2843
2908,hellaswag-val-2230
2909,hellaswag-val-1401
2910,hellaswag-val-6614
2911,hellaswag-val-1783
2912,hellaswag-val-9704
2913,hellaswag-val-9867
2914,hellaswag-val-8648
2915,hellaswag-val-5945
2916,hellaswag-val-9257
2917,hellaswag-val-3477
2918,hellaswag-val-7302
2919,hellaswag-val-9667
2920,hellaswag-val-9744
2921,hellaswag-val-5652
2922,hellaswag-val-7966
2923,hellaswag-val-8493
2924,hellaswag-val-9208
2925,hellaswag-val-3397
2926,hellaswag-val-7395
2927,hellaswag-val-1641
2928,hellaswag-val-1888
2929,hellaswag-val-2182
2930,hellaswag-val-7341
2931,hellaswag-val-4042
2932,hellaswag-val-3500
2933,hellaswag-val-2277
2934,hellaswag-val-5625
2935,hellaswag-val-4063
2936,hellaswag-val-4855
2937,hellaswag-val-4461
2938,hellaswag-val-421
2939,hellaswag-val-2080
2940,hellaswag-val-521
2941,hellaswag-val-7824
2942,hellaswag-val-6605
2943,hellaswag-val-7647
2944,hellaswag-val-1156
2945,hellaswag-val-3909
2946,hellaswag-val-3421
2947,hellaswag-val-6465
2948,hellaswag-val-4818
2949,hellaswag-val-7766
2950,hellaswag-val-8541
2951,hellaswag-val-6761
2952,hellaswag-val-5533
2953,hellaswag-val-4704
2954,hellaswag-val-1856
2955,hellaswag-val-8559
2956,hellaswag-val-4979
2957,hellaswag-val-3974
2958,hellaswag-val-5634
2959,hellaswag-val-751
2960,hellaswag-val-4409
2961,hellaswag-val-1488
2962,hellaswag-val-5437
2963,hellaswag-val-5418
2964,hellaswag-val-9129
2965,hellaswag-val-9960
2966,hellaswag-val-5316
2967,hellaswag-val-1927
2968,hellaswag-val-4661
2969,hellaswag-val-9213
2970,hellaswag-val-8428
2971,hellaswag-val-9970
2972,hellaswag-val-7042
2973,hellaswag-val-1866
2974,hellaswag-val-7004
2975,hellaswag-val-6567
2976,hellaswag-val-2861
2977,hellaswag-val-6950
2978,hellaswag-val-3576
2979,hellaswag-val-2325
2980,hellaswag-val-4964
2981,hellaswag-val-3852
2982,hellaswag-val-8427
2983,hellaswag-val-2747
2984,hellaswag-val-2920
2985,hellaswag-val-3849
2986,hellaswag-val-1361
2987,hellaswag-val-4825
2988,hellaswag-val-3894
2989,hellaswag-val-9000
2990,hellaswag-val-5801
2991,hellaswag-val-2864
2992,hellaswag-val-6841
2993,hellaswag-val-8743
2994,hellaswag-val-2427
2995,hellaswag-val-6996
2996,hellaswag-val-2886
2997,hellaswag-val-4144
2998,hellaswag-val-1605
2999,hellaswag-val-10027
3000,hellaswag-val-352
3001,hellaswag-val-7027
3002,hellaswag-val-1571
3003,hellaswag-val-433
3004,hellaswag-val-7772
3005,hellaswag-val-6613
3006,hellaswag-val-7183
3007,hellaswag-val-118
3008,hellaswag-val-532
3009,hellaswag-val-9522
3010,hellaswag-val-3091
3011,hellaswag-val-2214
3012,hellaswag-val-1387
3013,hellaswag-val-9335
3014,hellaswag-val-7535
3015,hellaswag-val-291
3016,hellaswag-val-701
3017,hellaswag-val-3308
3018,hellaswag-val-7654
3019,hellaswag-val-5995
3020,hellaswag-val-5103
3021,hellaswag-val-579
3022,hellaswag-val-6676
3023,hellaswag-val-7697
3024,hellaswag-val-4446
3025,hellaswag-val-7530
3026,hellaswag-val-4328
3027,hellaswag-val-3575
3028,hellaswag-val-8166
3029,hellaswag-val-2105
3030,hellaswag-val-8790
3031,hellaswag-val-5156
3032,hellaswag-val-62
3033,hellaswag-val-468
3034,hellaswag-val-1120
3035,hellaswag-val-6459
3036,hellaswag-val-3128
3037,hellaswag-val-9377
3038,hellaswag-val-3336
3039,hellaswag-val-2748
3040,hellaswag-val-7734
3041,hellaswag-val-3821
3042,hellaswag-val-2180
3043,hellaswag-val-5312
3044,hellaswag-val-7801
3045,hellaswag-val-8008
3046,hellaswag-val-7115
3047,hellaswag-val-1314
3048,hellaswag-val-3244
3049,hellaswag-val-8209
3050,hellaswag-val-1278
3051,hellaswag-val-8911
3052,hellaswag-val-6373
3053,hellaswag-val-3581
3054,hellaswag-val-3053
3055,hellaswag-val-7071
3056,hellaswag-val-8705
3057,hellaswag-val-7474
3058,hellaswag-val-9915
3059,hellaswag-val-1912
3060,hellaswag-val-3170
3061,hellaswag-val-356
3062,hellaswag-val-9748
3063,hellaswag-val-9408
3064,hellaswag-val-180
3065,hellaswag-val-6197
3066,hellaswag-val-16
3067,hellaswag-val-6393
3068,hellaswag-val-6941
3069,hellaswag-val-8330
3070,hellaswag-val-3496
3071,hellaswag-val-7848
3072,hellaswag-val-149
3073,hellaswag-val-3167
3074,hellaswag-val-5215
3075,hellaswag-val-543
3076,hellaswag-val-9172
3077,hellaswag-val-7185
3078,hellaswag-val-402
3079,hellaswag-val-586
3080,hellaswag-val-1340
3081,hellaswag-val-1271
3082,hellaswag-val-9731
3083,hellaswag-val-3000
3084,hellaswag-val-1980
3085,hellaswag-val-7904
3086,hellaswag-val-6562
3087,hellaswag-val-8487
3088,hellaswag-val-8707
3089,hellaswag-val-8653
3090,hellaswag-val-8877
3091,hellaswag-val-2072
3092,hellaswag-val-1817
3093,hellaswag-val-9200
3094,hellaswag-val-7872
3095,hellaswag-val-8072
3096,hellaswag-val-6792
3097,hellaswag-val-8473
3098,hellaswag-val-4943
3099,hellaswag-val-3972
3100,hellaswag-val-4302
3101,hellaswag-val-5392
3102,hellaswag-val-1239
3103,hellaswag-val-1851
3104,hellaswag-val-3951
3105,hellaswag-val-8147
3106,hellaswag-val-2035
3107,hellaswag-val-7220
3108,hellaswag-val-3357
3109,hellaswag-val-1112
3110,hellaswag-val-129
3111,hellaswag-val-2907
3112,hellaswag-val-6337
3113,hellaswag-val-9613
3114,hellaswag-val-7003
3115,hellaswag-val-3078
3116,hellaswag-val-478
3117,hellaswag-val-4790
