benchmark,n_train,rep,model,predicted,actual
openbookqa,20,2,Qwen/Qwen1.5-4B,0.514385,0.394000
openbookqa,20,2,bigscience/bloom-560m,0.379223,0.284000
openbookqa,20,2,mistralai/Mistral-7B-v0.1,0.693952,0.430000
openbookqa,20,2,meta-llama/Llama-3.2-3B,0.538255,0.438000
openbookqa,20,2,deepseek-ai/deepseek-coder-6.7b-base,0.444364,0.332000
sciq,20,2,Qwen/Qwen2.5-3B-Instruct,0.546447,0.630000
sciq,20,2,bigscience/bloom-7b1,0.459693,0.623000
sciq,20,2,openai-community/gpt2-xl,0.459693,0.551000
sciq,20,2,google/gemma-3-1b-it,0.546447,0.557000
sciq,20,2,Qwen/Qwen2.5-1.5B-Instruct,0.613000,0.682000
sciq,20,2,Qwen/Qwen1.5-4B,0.535940,0.609000
sciq,20,2,bigscience/bloom-560m,0.459693,0.507000
sciq,20,2,mistralai/Mistral-7B-v0.1,0.779900,0.827000
sciq,20,2,meta-llama/Llama-3.2-3B,0.813749,0.870000
sciq,20,2,deepseek-ai/deepseek-coder-6.7b-base,0.696933,0.626000
arc_challenge,20,3,tiiuae/Falcon3-7B-Base,0.669653,0.531570
arc_challenge,20,3,google/gemma-2-2b-it,0.391241,0.430034
arc_challenge,20,3,HuggingFaceTB/SmolLM2-360M-Instruct,0.328157,0.357509
arc_challenge,20,3,stabilityai/stablelm-3b-4e1t,0.504131,0.393345
arc_challenge,20,3,Qwen/Qwen2.5-1.5B,0.553138,0.435154
arc_challenge,20,3,Qwen/Qwen2.5-0.5B,0.391241,0.314846
arc_challenge,20,3,Qwen/Qwen1.5-4B,0.504131,0.389932
arc_challenge,20,3,ibm-granite/granite-3.1-2b-instruct,0.504131,0.436860
arc_challenge,20,3,Qwen/Qwen2.5-1.5B-Instruct,0.525197,0.398464
arc_challenge,20,3,HuggingFaceTB/SmolLM2-135M,0.391241,0.302901
openbookqa,20,3,tiiuae/Falcon3-7B-Base,0.585169,0.394000
openbookqa,20,3,google/gemma-2-2b-it,0.664019,0.438000
openbookqa,20,3,HuggingFaceTB/SmolLM2-360M-Instruct,0.440252,0.394000
openbookqa,20,3,stabilityai/stablelm-3b-4e1t,0.549624,0.400000
openbookqa,20,3,Qwen/Qwen2.5-1.5B,0.426375,0.428000
openbookqa,20,3,Qwen/Qwen2.5-0.5B,0.402952,0.362000
openbookqa,20,3,Qwen/Qwen1.5-4B,0.449959,0.394000
openbookqa,20,3,ibm-granite/granite-3.1-2b-instruct,0.637105,0.418000
openbookqa,20,3,Qwen/Qwen2.5-1.5B-Instruct,0.523151,0.436000
openbookqa,20,3,HuggingFaceTB/SmolLM2-135M,0.402952,0.322000
sciq,20,3,tiiuae/Falcon3-7B-Base,0.870456,0.858000
sciq,20,3,google/gemma-2-2b-it,0.723396,0.687000
sciq,20,3,HuggingFaceTB/SmolLM2-360M-Instruct,0.667318,0.630000
sciq,20,3,stabilityai/stablelm-3b-4e1t,0.820593,0.764000
sciq,20,3,Qwen/Qwen2.5-1.5B,0.711219,0.742000
sciq,20,3,Qwen/Qwen2.5-0.5B,0.639293,0.635000
sciq,20,3,Qwen/Qwen1.5-4B,0.639293,0.609000
sciq,20,3,ibm-granite/granite-3.1-2b-instruct,0.723396,0.701000
sciq,20,3,Qwen/Qwen2.5-1.5B-Instruct,0.639293,0.682000
sciq,20,3,HuggingFaceTB/SmolLM2-135M,0.667318,0.690000
arc_challenge,20,4,stabilityai/stablelm-3b-4e1t,0.595046,0.393345
arc_challenge,20,4,meta-llama/Llama-3.2-3B,0.651783,0.466724
arc_challenge,20,4,deepseek-ai/deepseek-llm-7b-base,0.422043,0.325085
arc_challenge,20,4,bigscience/bloom-3b,0.422043,0.286689
arc_challenge,20,4,microsoft/phi-1_5,0.608558,0.471843
arc_challenge,20,4,bigscience/bloom-7b1,0.401309,0.318259
arc_challenge,20,4,h2oai/h2o-danube2-1.8b-base,0.651783,0.382253
arc_challenge,20,4,EleutherAI/gpt-j-6b,0.569506,0.355802
arc_challenge,20,4,Qwen/Qwen2.5-7B,0.561595,0.503413
arc_challenge,20,4,mistralai/Mistral-7B-Instruct-v0.1,0.561595,0.472696
openbookqa,20,4,stabilityai/stablelm-3b-4e1t,0.437200,0.400000
openbookqa,20,4,meta-llama/Llama-3.2-3B,0.416700,0.438000
openbookqa,20,4,deepseek-ai/deepseek-llm-7b-base,0.296781,0.330000
openbookqa,20,4,bigscience/bloom-3b,0.250707,0.304000
openbookqa,20,4,microsoft/phi-1_5,0.447011,0.484000
openbookqa,20,4,bigscience/bloom-7b1,0.312149,0.338000
openbookqa,20,4,h2oai/h2o-danube2-1.8b-base,0.430558,0.400000
openbookqa,20,4,EleutherAI/gpt-j-6b,0.332928,0.354000
openbookqa,20,4,Qwen/Qwen2.5-7B,0.450653,0.476000
openbookqa,20,4,mistralai/Mistral-7B-Instruct-v0.1,0.468243,0.432000
sciq,20,4,stabilityai/stablelm-3b-4e1t,0.594317,0.764000
sciq,20,4,meta-llama/Llama-3.2-3B,0.839769,0.870000
sciq,20,4,deepseek-ai/deepseek-llm-7b-base,0.679214,0.628000
sciq,20,4,bigscience/bloom-3b,0.504106,0.613000
sciq,20,4,microsoft/phi-1_5,0.679214,0.724000
sciq,20,4,bigscience/bloom-7b1,0.504106,0.623000
sciq,20,4,h2oai/h2o-danube2-1.8b-base,0.709186,0.707000
sciq,20,4,EleutherAI/gpt-j-6b,0.679214,0.680000
sciq,20,4,Qwen/Qwen2.5-7B,0.748251,0.792000
sciq,20,4,mistralai/Mistral-7B-Instruct-v0.1,0.709186,0.764000
arc_challenge,25,0,meta-llama/Llama-3.2-3B-Instruct,0.478258,0.438567
arc_challenge,25,0,stabilityai/stablelm-zephyr-3b,0.578551,0.364334
arc_challenge,25,0,Qwen/Qwen2.5-7B-Instruct,0.478258,0.449659
arc_challenge,25,0,Qwen/Qwen1.5-4B,0.634733,0.389932
arc_challenge,25,0,deepseek-ai/deepseek-llm-7b-base,0.355295,0.325085
arc_challenge,25,0,HuggingFaceTB/SmolLM2-1.7B,0.563218,0.463311
arc_challenge,25,0,nvidia/Nemotron-Mini-4B-Instruct,0.478258,0.440273
arc_challenge,25,0,microsoft/Phi-3.5-mini-instruct,0.563218,0.479522
arc_challenge,25,0,HuggingFaceTB/SmolLM2-360M-Instruct,0.434122,0.357509
arc_challenge,25,0,Qwen/Qwen2.5-0.5B-Instruct,0.434122,0.324232
openbookqa,25,0,meta-llama/Llama-3.2-3B-Instruct,0.479875,0.424000
openbookqa,25,0,stabilityai/stablelm-zephyr-3b,0.459037,0.410000
openbookqa,25,0,Qwen/Qwen2.5-7B-Instruct,0.515429,0.464000
openbookqa,25,0,Qwen/Qwen1.5-4B,0.445587,0.394000
openbookqa,25,0,deepseek-ai/deepseek-llm-7b-base,0.357291,0.330000
openbookqa,25,0,HuggingFaceTB/SmolLM2-1.7B,0.415419,0.406000
openbookqa,25,0,nvidia/Nemotron-Mini-4B-Instruct,0.515429,0.432000
openbookqa,25,0,microsoft/Phi-3.5-mini-instruct,0.574109,0.458000
openbookqa,25,0,HuggingFaceTB/SmolLM2-360M-Instruct,0.445587,0.394000
openbookqa,25,0,Qwen/Qwen2.5-0.5B-Instruct,0.438085,0.376000
sciq,25,0,meta-llama/Llama-3.2-3B-Instruct,0.699986,0.734000
sciq,25,0,stabilityai/stablelm-zephyr-3b,0.744690,0.622000
sciq,25,0,Qwen/Qwen2.5-7B-Instruct,0.606315,0.612000
sciq,25,0,Qwen/Qwen1.5-4B,0.521414,0.609000
sciq,25,0,deepseek-ai/deepseek-llm-7b-base,0.755270,0.628000
sciq,25,0,HuggingFaceTB/SmolLM2-1.7B,0.744690,0.832000
sciq,25,0,nvidia/Nemotron-Mini-4B-Instruct,0.666303,0.677000
sciq,25,0,microsoft/Phi-3.5-mini-instruct,0.755270,0.571000
sciq,25,0,HuggingFaceTB/SmolLM2-360M-Instruct,0.744690,0.630000
sciq,25,0,Qwen/Qwen2.5-0.5B-Instruct,0.606315,0.537000
arc_challenge,25,1,meta-llama/Llama-3.2-3B,0.640752,0.466724
arc_challenge,25,1,HuggingFaceTB/SmolLM2-360M-Instruct,0.434429,0.357509
arc_challenge,25,1,meta-llama/Llama-3.2-1B-Instruct,0.462357,0.354096
arc_challenge,25,1,01-ai/Yi-6B,0.523801,0.482935
arc_challenge,25,1,Qwen/Qwen2-1.5B,0.375406,0.371160
arc_challenge,25,1,microsoft/Phi-3.5-mini-instruct,0.621424,0.479522
arc_challenge,25,1,Qwen/Qwen2.5-1.5B,0.640752,0.435154
arc_challenge,25,1,Qwen/Qwen2-0.5B,0.316996,0.290956
arc_challenge,25,1,Qwen/Qwen3-1.7B,0.621424,0.419795
arc_challenge,25,1,HuggingFaceTB/SmolLM2-1.7B,0.507447,0.463311
openbookqa,25,1,meta-llama/Llama-3.2-3B,0.521354,0.438000
openbookqa,25,1,HuggingFaceTB/SmolLM2-360M-Instruct,0.401534,0.394000
openbookqa,25,1,meta-llama/Llama-3.2-1B-Instruct,0.506178,0.386000
openbookqa,25,1,01-ai/Yi-6B,0.414302,0.432000
openbookqa,25,1,Qwen/Qwen2-1.5B,0.368829,0.386000
openbookqa,25,1,microsoft/Phi-3.5-mini-instruct,0.707996,0.458000
openbookqa,25,1,Qwen/Qwen2.5-1.5B,0.414302,0.428000
openbookqa,25,1,Qwen/Qwen2-0.5B,0.291587,0.328000
openbookqa,25,1,Qwen/Qwen3-1.7B,0.414302,0.412000
openbookqa,25,1,HuggingFaceTB/SmolLM2-1.7B,0.414302,0.406000
sciq,25,1,meta-llama/Llama-3.2-3B,0.875221,0.870000
sciq,25,1,HuggingFaceTB/SmolLM2-360M-Instruct,0.594246,0.630000
sciq,25,1,meta-llama/Llama-3.2-1B-Instruct,0.473621,0.572000
sciq,25,1,01-ai/Yi-6B,0.841680,0.851000
sciq,25,1,Qwen/Qwen2-1.5B,0.592242,0.639000
sciq,25,1,microsoft/Phi-3.5-mini-instruct,0.701420,0.571000
sciq,25,1,Qwen/Qwen2.5-1.5B,0.647642,0.742000
sciq,25,1,Qwen/Qwen2-0.5B,0.592242,0.558000
sciq,25,1,Qwen/Qwen3-1.7B,0.751378,0.804000
sciq,25,1,HuggingFaceTB/SmolLM2-1.7B,0.808722,0.832000
arc_challenge,25,2,bigscience/bloomz-1b7,0.340999,0.326792
arc_challenge,25,2,deepseek-ai/deepseek-math-7b-base,0.294935,0.373720
arc_challenge,25,2,nvidia/Nemotron-Mini-4B-Instruct,0.675898,0.440273
arc_challenge,25,2,HuggingFaceTB/SmolLM2-1.7B-Instruct,0.446023,0.410410
arc_challenge,25,2,HuggingFaceTB/SmolLM-1.7B,0.516934,0.456485
arc_challenge,25,2,Qwen/Qwen2.5-0.5B-Instruct,0.415393,0.324232
arc_challenge,25,2,01-ai/Yi-6B,0.682737,0.482935
arc_challenge,25,2,tiiuae/Falcon3-7B-Base,0.620152,0.531570
arc_challenge,25,2,google/gemma-3-1b-it,0.490377,0.369454
arc_challenge,25,2,google/gemma-2-2b,0.620152,0.509386
openbookqa,25,2,bigscience/bloomz-1b7,0.338645,0.360000
openbookqa,25,2,deepseek-ai/deepseek-math-7b-base,0.338645,0.328000
openbookqa,25,2,nvidia/Nemotron-Mini-4B-Instruct,0.503821,0.432000
openbookqa,25,2,HuggingFaceTB/SmolLM2-1.7B-Instruct,0.503821,0.450000
openbookqa,25,2,HuggingFaceTB/SmolLM-1.7B,0.442815,0.416000
openbookqa,25,2,Qwen/Qwen2.5-0.5B-Instruct,0.501373,0.376000
openbookqa,25,2,01-ai/Yi-6B,0.433325,0.432000
openbookqa,25,2,tiiuae/Falcon3-7B-Base,0.428719,0.394000
openbookqa,25,2,google/gemma-3-1b-it,0.503821,0.362000
openbookqa,25,2,google/gemma-2-2b,0.428719,0.446000
sciq,25,2,bigscience/bloomz-1b7,0.844818,0.803000
sciq,25,2,deepseek-ai/deepseek-math-7b-base,0.646464,0.722000
sciq,25,2,nvidia/Nemotron-Mini-4B-Instruct,0.734170,0.677000
sciq,25,2,HuggingFaceTB/SmolLM2-1.7B-Instruct,0.556925,0.639000
sciq,25,2,HuggingFaceTB/SmolLM-1.7B,0.767268,0.836000
sciq,25,2,Qwen/Qwen2.5-0.5B-Instruct,0.483540,0.537000
sciq,25,2,01-ai/Yi-6B,0.775808,0.851000
sciq,25,2,tiiuae/Falcon3-7B-Base,0.844818,0.858000
sciq,25,2,google/gemma-3-1b-it,0.559057,0.557000
sciq,25,2,google/gemma-2-2b,0.865906,0.906000
arc_challenge,25,3,meta-llama/Llama-3.2-3B,0.574404,0.466724
arc_challenge,25,3,allenai/OLMo-2-0425-1B,0.362779,0.426621
arc_challenge,25,3,meta-llama/Llama-3.2-1B-Instruct,0.362779,0.354096
arc_challenge,25,3,bigscience/bloom-3b,0.288302,0.286689
arc_challenge,25,3,deepseek-ai/deepseek-coder-1.3b-base,0.200792,0.236348
arc_challenge,25,3,mistralai/Mistral-7B-v0.1,0.703587,0.529010
arc_challenge,25,3,google/gemma-3-4b-it,0.442023,0.430887
arc_challenge,25,3,google/gemma-2-2b,0.611796,0.509386
arc_challenge,25,3,microsoft/Phi-3-mini-4k-instruct,0.566376,0.525597
arc_challenge,25,3,openai-community/gpt2-xl,0.395069,0.279863
openbookqa,25,3,meta-llama/Llama-3.2-3B,0.479351,0.438000
openbookqa,25,3,allenai/OLMo-2-0425-1B,0.459914,0.398000
openbookqa,25,3,meta-llama/Llama-3.2-1B-Instruct,0.534311,0.386000
openbookqa,25,3,bigscience/bloom-3b,0.310129,0.304000
openbookqa,25,3,deepseek-ai/deepseek-coder-1.3b-base,0.497253,0.266000
openbookqa,25,3,mistralai/Mistral-7B-v0.1,0.638454,0.430000
openbookqa,25,3,google/gemma-3-4b-it,0.494357,0.490000
openbookqa,25,3,google/gemma-2-2b,0.433406,0.446000
openbookqa,25,3,microsoft/Phi-3-mini-4k-instruct,0.607509,0.492000
openbookqa,25,3,openai-community/gpt2-xl,0.497253,0.292000
sciq,25,3,meta-llama/Llama-3.2-3B,0.849298,0.870000
sciq,25,3,allenai/OLMo-2-0425-1B,0.771624,0.840000
sciq,25,3,meta-llama/Llama-3.2-1B-Instruct,0.560400,0.572000
sciq,25,3,bigscience/bloom-3b,0.560400,0.613000
sciq,25,3,deepseek-ai/deepseek-coder-1.3b-base,0.635174,0.462000
sciq,25,3,mistralai/Mistral-7B-v0.1,0.783948,0.827000
sciq,25,3,google/gemma-3-4b-it,0.546191,0.740000
sciq,25,3,google/gemma-2-2b,0.867123,0.906000
sciq,25,3,microsoft/Phi-3-mini-4k-instruct,0.771624,0.752000
sciq,25,3,openai-community/gpt2-xl,0.560400,0.551000
arc_challenge,25,4,Qwen/Qwen3-1.7B,0.399306,0.419795
arc_challenge,25,4,meta-llama/Llama-3.2-1B-Instruct,0.433655,0.354096
arc_challenge,25,4,Qwen/Qwen2.5-1.5B-Instruct,0.461495,0.398464
arc_challenge,25,4,HuggingFaceTB/SmolLM2-1.7B-Instruct,0.461495,0.410410
arc_challenge,25,4,bigscience/bloomz-1b7,0.347038,0.326792
arc_challenge,25,4,Qwen/Qwen2.5-0.5B-Instruct,0.433655,0.324232
arc_challenge,25,4,stabilityai/stablelm-3b-4e1t,0.507431,0.393345
arc_challenge,25,4,HuggingFaceTB/SmolLM2-360M-Instruct,0.461495,0.357509
arc_challenge,25,4,Qwen/Qwen2.5-Math-7B,0.461495,0.495734
arc_challenge,25,4,ibm-granite/granite-3.0-2b-instruct,0.520195,0.443686
openbookqa,25,4,Qwen/Qwen3-1.7B,0.442300,0.412000
openbookqa,25,4,meta-llama/Llama-3.2-1B-Instruct,0.613208,0.386000
openbookqa,25,4,Qwen/Qwen2.5-1.5B-Instruct,0.532107,0.436000
openbookqa,25,4,HuggingFaceTB/SmolLM2-1.7B-Instruct,0.608432,0.450000
openbookqa,25,4,bigscience/bloomz-1b7,0.338310,0.360000
openbookqa,25,4,Qwen/Qwen2.5-0.5B-Instruct,0.420009,0.376000
openbookqa,25,4,stabilityai/stablelm-3b-4e1t,0.404006,0.400000
openbookqa,25,4,HuggingFaceTB/SmolLM2-360M-Instruct,0.492357,0.394000
openbookqa,25,4,Qwen/Qwen2.5-Math-7B,0.420009,0.406000
openbookqa,25,4,ibm-granite/granite-3.0-2b-instruct,0.608432,0.414000
sciq,25,4,Qwen/Qwen3-1.7B,0.776093,0.804000
sciq,25,4,meta-llama/Llama-3.2-1B-Instruct,0.637940,0.572000
sciq,25,4,Qwen/Qwen2.5-1.5B-Instruct,0.637940,0.682000
sciq,25,4,HuggingFaceTB/SmolLM2-1.7B-Instruct,0.637940,0.639000
sciq,25,4,bigscience/bloomz-1b7,0.864215,0.803000
sciq,25,4,Qwen/Qwen2.5-0.5B-Instruct,0.337656,0.537000
sciq,25,4,stabilityai/stablelm-3b-4e1t,0.724281,0.764000
sciq,25,4,HuggingFaceTB/SmolLM2-360M-Instruct,0.637940,0.630000
sciq,25,4,Qwen/Qwen2.5-Math-7B,0.776093,0.811000
sciq,25,4,ibm-granite/granite-3.0-2b-instruct,0.760747,0.781000
arc_challenge,30,0,HuggingFaceTB/SmolLM2-1.7B-Instruct,0.402623,0.410410
arc_challenge,30,0,HuggingFaceTB/SmolLM2-360M-Instruct,0.402623,0.357509
arc_challenge,30,0,lmsys/vicuna-7b-v1.5,0.613198,0.429181
arc_challenge,30,0,allenai/OLMo-2-0425-1B,0.402623,0.426621
arc_challenge,30,0,deepseek-ai/deepseek-coder-6.7b-base,0.436232,0.303754
arc_challenge,30,0,stabilityai/stablelm-3b-4e1t,0.436232,0.393345
arc_challenge,30,0,tiiuae/Falcon3-1B-Base,0.402623,0.414676
arc_challenge,30,0,openai-community/gpt2-xl,0.285384,0.279863
arc_challenge,30,0,deepseek-ai/deepseek-coder-1.3b-base,0.327740,0.236348
arc_challenge,30,0,h2oai/h2o-danube2-1.8b-base,0.436232,0.382253
openbookqa,30,0,HuggingFaceTB/SmolLM2-1.7B-Instruct,0.492676,0.450000
openbookqa,30,0,HuggingFaceTB/SmolLM2-360M-Instruct,0.355583,0.394000
openbookqa,30,0,lmsys/vicuna-7b-v1.5,0.546238,0.426000
openbookqa,30,0,allenai/OLMo-2-0425-1B,0.420070,0.398000
openbookqa,30,0,deepseek-ai/deepseek-coder-6.7b-base,0.492676,0.332000
openbookqa,30,0,stabilityai/stablelm-3b-4e1t,0.452769,0.400000
openbookqa,30,0,tiiuae/Falcon3-1B-Base,0.420070,0.362000
openbookqa,30,0,openai-community/gpt2-xl,0.318665,0.292000
openbookqa,30,0,deepseek-ai/deepseek-coder-1.3b-base,0.369560,0.266000
openbookqa,30,0,h2oai/h2o-danube2-1.8b-base,0.546238,0.400000
sciq,30,0,HuggingFaceTB/SmolLM2-1.7B-Instruct,0.568863,0.639000
sciq,30,0,HuggingFaceTB/SmolLM2-360M-Instruct,0.568863,0.630000
sciq,30,0,lmsys/vicuna-7b-v1.5,0.669505,0.710000
sciq,30,0,allenai/OLMo-2-0425-1B,0.764607,0.840000
sciq,30,0,deepseek-ai/deepseek-coder-6.7b-base,0.695440,0.626000
sciq,30,0,stabilityai/stablelm-3b-4e1t,0.833638,0.764000
sciq,30,0,tiiuae/Falcon3-1B-Base,0.669505,0.761000
sciq,30,0,openai-community/gpt2-xl,0.452223,0.551000
sciq,30,0,deepseek-ai/deepseek-coder-1.3b-base,0.568863,0.462000
sciq,30,0,h2oai/h2o-danube2-1.8b-base,0.719656,0.707000
arc_challenge,30,1,bigscience/bloom-7b1,0.390078,0.318259
arc_challenge,30,1,google/gemma-3-4b-it,0.500675,0.430887
arc_challenge,30,1,google/gemma-2-2b-it,0.500675,0.430034
arc_challenge,30,1,Qwen/Qwen2.5-Coder-7B,0.520138,0.471843
arc_challenge,30,1,deepseek-ai/deepseek-llm-7b-base,0.394965,0.325085
arc_challenge,30,1,Qwen/Qwen2.5-1.5B-Instruct,0.520138,0.398464
arc_challenge,30,1,Qwen/Qwen2.5-7B-Instruct,0.520138,0.449659
arc_challenge,30,1,microsoft/Phi-3.5-mini-instruct,0.520138,0.479522
arc_challenge,30,1,bigscience/bloom-560m,0.229395,0.231229
arc_challenge,30,1,openai-community/gpt2-xl,0.316906,0.279863
openbookqa,30,1,bigscience/bloom-7b1,0.242105,0.338000
openbookqa,30,1,google/gemma-3-4b-it,0.444003,0.490000
openbookqa,30,1,google/gemma-2-2b-it,0.405185,0.438000
openbookqa,30,1,Qwen/Qwen2.5-Coder-7B,0.573235,0.446000
openbookqa,30,1,deepseek-ai/deepseek-llm-7b-base,0.419950,0.330000
openbookqa,30,1,Qwen/Qwen2.5-1.5B-Instruct,0.462303,0.436000
openbookqa,30,1,Qwen/Qwen2.5-7B-Instruct,0.444003,0.464000
openbookqa,30,1,microsoft/Phi-3.5-mini-instruct,0.701250,0.458000
openbookqa,30,1,bigscience/bloom-560m,0.209433,0.284000
openbookqa,30,1,openai-community/gpt2-xl,0.283905,0.292000
sciq,30,1,bigscience/bloom-7b1,0.594414,0.623000
sciq,30,1,google/gemma-3-4b-it,0.654842,0.740000
sciq,30,1,google/gemma-2-2b-it,0.681937,0.687000
sciq,30,1,Qwen/Qwen2.5-Coder-7B,0.654842,0.759000
sciq,30,1,deepseek-ai/deepseek-llm-7b-base,0.741055,0.628000
sciq,30,1,Qwen/Qwen2.5-1.5B-Instruct,0.654842,0.682000
sciq,30,1,Qwen/Qwen2.5-7B-Instruct,0.507276,0.612000
sciq,30,1,microsoft/Phi-3.5-mini-instruct,0.703747,0.571000
sciq,30,1,bigscience/bloom-560m,0.356789,0.507000
sciq,30,1,openai-community/gpt2-xl,0.581656,0.551000
arc_challenge,30,2,meta-llama/Llama-3.2-1B,0.480640,0.346416
arc_challenge,30,2,deepseek-ai/deepseek-math-7b-base,0.309528,0.373720
arc_challenge,30,2,Qwen/Qwen2.5-1.5B-Instruct,0.530628,0.398464
arc_challenge,30,2,stabilityai/stablelm-2-zephyr-1_6b,0.386049,0.325085
arc_challenge,30,2,google/gemma-3-4b-it,0.615385,0.430887
arc_challenge,30,2,Qwen/Qwen2.5-3B-Instruct,0.520000,0.415529
arc_challenge,30,2,mistralai/Mistral-7B-Instruct-v0.1,0.419449,0.472696
arc_challenge,30,2,mistralai/Mistral-7B-v0.1,0.559391,0.529010
arc_challenge,30,2,tiiuae/Falcon3-1B-Base,0.480640,0.414676
arc_challenge,30,2,meta-llama/Llama-3.2-3B-Instruct,0.480640,0.438567
openbookqa,30,2,meta-llama/Llama-3.2-1B,0.406204,0.364000
openbookqa,30,2,deepseek-ai/deepseek-math-7b-base,0.285030,0.328000
openbookqa,30,2,Qwen/Qwen2.5-1.5B-Instruct,0.488662,0.436000
openbookqa,30,2,stabilityai/stablelm-2-zephyr-1_6b,0.424353,0.418000
openbookqa,30,2,google/gemma-3-4b-it,0.548911,0.490000
openbookqa,30,2,Qwen/Qwen2.5-3B-Instruct,0.447548,0.446000
openbookqa,30,2,mistralai/Mistral-7B-Instruct-v0.1,0.507123,0.432000
openbookqa,30,2,mistralai/Mistral-7B-v0.1,0.515978,0.430000
openbookqa,30,2,tiiuae/Falcon3-1B-Base,0.464073,0.362000
openbookqa,30,2,meta-llama/Llama-3.2-3B-Instruct,0.571535,0.424000
sciq,30,2,meta-llama/Llama-3.2-1B,0.712703,0.795000
sciq,30,2,deepseek-ai/deepseek-math-7b-base,0.712703,0.722000
sciq,30,2,Qwen/Qwen2.5-1.5B-Instruct,0.712703,0.682000
sciq,30,2,stabilityai/stablelm-2-zephyr-1_6b,0.616153,0.505000
sciq,30,2,google/gemma-3-4b-it,0.744766,0.740000
sciq,30,2,Qwen/Qwen2.5-3B-Instruct,0.712703,0.630000
sciq,30,2,mistralai/Mistral-7B-Instruct-v0.1,0.680711,0.764000
sciq,30,2,mistralai/Mistral-7B-v0.1,0.816160,0.827000
sciq,30,2,tiiuae/Falcon3-1B-Base,0.779378,0.761000
sciq,30,2,meta-llama/Llama-3.2-3B-Instruct,0.779378,0.734000
arc_challenge,30,3,Qwen/Qwen2.5-0.5B,0.666144,0.314846
arc_challenge,30,3,Qwen/Qwen2.5-1.5B,0.520044,0.435154
arc_challenge,30,3,mistralai/Mistral-7B-v0.3,0.659749,0.522184
arc_challenge,30,3,meta-llama/Llama-3.2-1B-Instruct,0.460975,0.354096
arc_challenge,30,3,stabilityai/stablelm-2-1_6b,0.382063,0.389932
arc_challenge,30,3,openai-community/gpt2-xl,0.301820,0.279863
arc_challenge,30,3,EleutherAI/gpt-j-6b,0.442223,0.355802
arc_challenge,30,3,openbmb/MiniCPM-2B-sft-bf16,0.520044,0.481229
arc_challenge,30,3,google/gemma-3-4b-it,0.460975,0.430887
arc_challenge,30,3,bigscience/bloom-1b7,0.301820,0.261945
openbookqa,30,3,Qwen/Qwen2.5-0.5B,0.366318,0.362000
openbookqa,30,3,Qwen/Qwen2.5-1.5B,0.438623,0.428000
openbookqa,30,3,mistralai/Mistral-7B-v0.3,0.621105,0.446000
openbookqa,30,3,meta-llama/Llama-3.2-1B-Instruct,0.468896,0.386000
openbookqa,30,3,stabilityai/stablelm-2-1_6b,0.406636,0.402000
openbookqa,30,3,openai-community/gpt2-xl,0.335672,0.292000
openbookqa,30,3,EleutherAI/gpt-j-6b,0.370302,0.354000
openbookqa,30,3,openbmb/MiniCPM-2B-sft-bf16,0.494000,0.454000
openbookqa,30,3,google/gemma-3-4b-it,0.545206,0.490000
openbookqa,30,3,bigscience/bloom-1b7,0.314003,0.290000
sciq,30,3,Qwen/Qwen2.5-0.5B,0.690559,0.635000
sciq,30,3,Qwen/Qwen2.5-1.5B,0.699244,0.742000
sciq,30,3,mistralai/Mistral-7B-v0.3,0.803170,0.833000
sciq,30,3,meta-llama/Llama-3.2-1B-Instruct,0.540335,0.572000
sciq,30,3,stabilityai/stablelm-2-1_6b,0.750787,0.773000
sciq,30,3,openai-community/gpt2-xl,0.616284,0.551000
sciq,30,3,EleutherAI/gpt-j-6b,0.750787,0.680000
sciq,30,3,openbmb/MiniCPM-2B-sft-bf16,0.816488,0.830000
sciq,30,3,google/gemma-3-4b-it,0.680937,0.740000
sciq,30,3,bigscience/bloom-1b7,0.625307,0.576000
arc_challenge,30,4,microsoft/phi-1_5,0.541953,0.471843
arc_challenge,30,4,ibm-granite/granite-3.0-2b-instruct,0.498275,0.443686
arc_challenge,30,4,HuggingFaceTB/SmolLM-1.7B,0.589476,0.456485
arc_challenge,30,4,bigscience/bloomz-1b7,0.274361,0.326792
arc_challenge,30,4,tiiuae/Falcon3-3B-Base,0.546799,0.465870
arc_challenge,30,4,Qwen/Qwen2.5-3B-Instruct,0.498275,0.415529
arc_challenge,30,4,tiiuae/Falcon3-1B-Base,0.541953,0.414676
arc_challenge,30,4,h2oai/h2o-danube2-1.8b-base,0.589476,0.382253
arc_challenge,30,4,deepseek-ai/deepseek-math-7b-base,0.635968,0.373720
arc_challenge,30,4,tiiuae/Falcon3-7B-Base,0.635968,0.531570
openbookqa,30,4,microsoft/phi-1_5,0.428385,0.484000
openbookqa,30,4,ibm-granite/granite-3.0-2b-instruct,0.549970,0.414000
openbookqa,30,4,HuggingFaceTB/SmolLM-1.7B,0.433805,0.416000
openbookqa,30,4,bigscience/bloomz-1b7,0.317810,0.360000
openbookqa,30,4,tiiuae/Falcon3-3B-Base,0.450741,0.378000
openbookqa,30,4,Qwen/Qwen2.5-3B-Instruct,0.414298,0.446000
openbookqa,30,4,tiiuae/Falcon3-1B-Base,0.433805,0.362000
openbookqa,30,4,h2oai/h2o-danube2-1.8b-base,0.549970,0.400000
openbookqa,30,4,deepseek-ai/deepseek-math-7b-base,0.381779,0.328000
openbookqa,30,4,tiiuae/Falcon3-7B-Base,0.439778,0.394000
