calibration_specification,common_support_verified,complete_inner_evidence,coverage,eligible,empirical_best,family,family_cluster_se,fit_cache_keys,fit_eligible,log_a_shrinkage,mean_log_loss,n_cells,n_families_scored,n_models,n_models_scored,one_se_cutoff,outer_fold,panel_id,pooled_log_loss,repeat,ridge,selected,selection_used_outer_outcomes,simplicity_rank,spec_id,survivor_selection_used,within_one_se
"{'cache_key': 'calibration-spec-v1-6b09265e28950832a6c55d104f53718089faf55aa2b79cd517247efb340c5c65', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.5, 'log_a_shrinkage': 4.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,False,log-shrinkage-2pl,0.025564377037432466,"['30aa02da54423bd2672a8fc610b9f1b05c637c26ee2040b53578e9e09161da65', '8f378dd90b9c12dd6aa3bbe8e824b40d52dfefbaa30208e6a91654d8cc6a83fc', 'c5f5aaa96767368516088b35f8175ac45400157dab2a0525e132f60627fee20c', 'c65a5edd23bc91886741e19a42557c12afc0edf8c7111243eac3b1ff732bd16a']",True,4.0,0.39442689022754285,16770,17,41,41,0.4179568502802744,0,repeat_02_outer_00,0.3943875940069305,2,,False,False,1,log_shrinkage_2pl_lambda4,False,True
"{'cache_key': 'calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.25, 'log_a_shrinkage': 16.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,True,log-shrinkage-2pl,0.025322755412507773,"['5af67132a760c032979429f67f4e25abc6d6c2f611987a269d208cf3f5652723', '6f0a1ab3bfb9a6d3be9cea479759f82e76fbd61708df8c7835819335cef1ec51', 'd5a46e52793d26b0ddc24d77a027ca921e6ef6f0cd4e0f9dd7e4a68f632e02fc', 'eab294f2356945f68b3d22918c6a1d0470e5ec06458dd6f98cf2481603c7f85a']",True,16.0,0.39101689853101906,17171,18,42,42,0.41633965394352684,1,repeat_02_outer_01,0.3909440061263954,2,,True,False,0,log_shrinkage_2pl_lambda16,False,True
"{'cache_key': 'calibration-spec-v1-6b09265e28950832a6c55d104f53718089faf55aa2b79cd517247efb340c5c65', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.5, 'log_a_shrinkage': 4.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,False,log-shrinkage-2pl,0.025608624686259813,"['01b9b1da8628d09f00d4bf2f2b510c9217661cd0577635230f4c03ee97ea4aa8', '0ce65a1d5be014a726d246218eb9f174e2ecc09bbc977ff34c36f1b97761b285', '5ae28ee5ca4dd31b648ffcd781027b954c694d342d572f524d03cf15021515c5', 'f32e82eca99160c449a965afbbfadc383eeba3998cccd6e470fd87e30b87b527']",True,4.0,0.3932645418062214,17171,18,42,42,0.41633965394352684,1,repeat_02_outer_01,0.393192349047041,2,,False,False,1,log_shrinkage_2pl_lambda4,False,True
"{'cache_key': 'calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.25, 'log_a_shrinkage': 16.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,True,log-shrinkage-2pl,0.027765238027295074,"['02ef4dfd98c4cd0be9cb09901e1e7a3e4a271c99cf8a2194bb61388029bc0da9', '597620adcc28726d49c2c12154a4a6d38c925fb3c420e123215528d2df61d20b', '5cc9733373dff34bf32e0794b4194bf641c3a526441a46a5c26e266bbf66142c', '6778beb49d4832a21e26027168ed799d51c1bfda4b4e188e6671a7a1cbb17dc1']",True,16.0,0.38148621951615524,17131,18,42,42,0.4092514575434503,2,repeat_02_outer_02,0.3814133392423933,2,,True,False,0,log_shrinkage_2pl_lambda16,False,True
"{'cache_key': 'calibration-spec-v1-6b09265e28950832a6c55d104f53718089faf55aa2b79cd517247efb340c5c65', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.5, 'log_a_shrinkage': 4.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,False,log-shrinkage-2pl,0.027874854808949887,"['346f5741a59b94dd21f4ab63454745dceec006bf5c087ea948c2cdb8158acd0a', '7ac8a26bb793a43dabbd0ec1da8286a94e3f92f2eb52010342480b89817b6935', '7b384eed08dc9eaf3d8a5a53fb3b6b51ecfc4733f285b378de0ba01756a9e6d1', 'b5bb716954d848050d2d40845a2505055046a7981efdc142665ae7f5331703dd']",True,4.0,0.38487405448181217,17131,18,42,42,0.4092514575434503,2,repeat_02_outer_02,0.3847982217794174,2,,False,False,1,log_shrinkage_2pl_lambda4,False,True
"{'cache_key': 'calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.25, 'log_a_shrinkage': 16.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,True,log-shrinkage-2pl,0.02977258834311077,"['323025914e58a187e6f0d0b66775ada510b3787285f1256e0cdb0bcad1cc1308', '33087ac0b5f1802b8cca31e61df63d176473ea9cb85e7c61d5f19034b6743057', '72ab9adcd9d77172a93de20cf614419ef78d9dcddfe5c4d46effa2deef0dcdad', '938705d8ca411034d59635b83f2ee4b4986236bbe5a3c3ee38880d58353e83f6']",True,16.0,0.3809357155834692,17131,18,42,42,0.41070830392658,3,repeat_02_outer_03,0.3808521499742555,2,,True,False,0,log_shrinkage_2pl_lambda16,False,True
"{'cache_key': 'calibration-spec-v1-6b09265e28950832a6c55d104f53718089faf55aa2b79cd517247efb340c5c65', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.5, 'log_a_shrinkage': 4.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,False,log-shrinkage-2pl,0.03007289631723588,"['066cca3367f2917f54fa5f3334b92b7c390c1f66d22644d1027ea5ca6c20f11d', '4536725f7d71aae9f45d1c2da50ee64c9e99ff1ec7ebd34de66d3dfa8b70de24', '80f068e1ff97b3345d94898f5455d9f430195bba599cf63f47993539674eee34', 'e0006785359fc11ff3fb4c474e38f35717ac377574ba4dc88d1b147e991b89f3']",True,4.0,0.3844884646206615,17131,18,42,42,0.41070830392658,3,repeat_02_outer_03,0.3844107755075208,2,,False,False,1,log_shrinkage_2pl_lambda4,False,True
"{'cache_key': 'calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.25, 'log_a_shrinkage': 16.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,True,log-shrinkage-2pl,0.02806741226572572,"['36d466a88caf15e6c3f93e7a0f17a070f9940a82fabd4a39a6d57d7b663f0c8f', '8b8d9355c0f8608751f0a1e2f4d928f5fe1db3eab6592a807cba6668c102fafa', '8ead613a8dc27ca093827def083b8eb4e3252df304c1d4e51796af5be7438f09', 'e0ff27ecb0845cdc24483dfc07af6e9f1e894beaa07f710bc08703255449afdb']",True,16.0,0.3853789075735767,16728,17,41,41,0.4134463198393024,4,repeat_02_outer_04,0.385314880664261,2,,True,False,0,log_shrinkage_2pl_lambda16,False,True
"{'cache_key': 'calibration-spec-v1-6b09265e28950832a6c55d104f53718089faf55aa2b79cd517247efb340c5c65', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.5, 'log_a_shrinkage': 4.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,False,log-shrinkage-2pl,0.02850533305277087,"['0e91ec478e6d464fa161d5340bcd00962c262415260169c902945a16a9be4b12', '371ffb28c938dbe0091ddd9abe381537fab80230e2afada88f9f2dacca808a40', '405b425f962bf863d578ec934f119c21adf97b680727292f91ccb3c627e2c017', '5d8e8cd4d9bbdb663115276ecbb8d3d99f6cdf260074bfb80bddf04cd413ca5d']",True,4.0,0.3897430414842925,16728,17,41,41,0.4134463198393024,4,repeat_02_outer_04,0.38967482983371726,2,,False,False,1,log_shrinkage_2pl_lambda4,False,True
"{'cache_key': 'calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.25, 'log_a_shrinkage': 16.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,True,log-shrinkage-2pl,0.024583699610462004,"['32f077126f3ad8a2e629ba201a3e860bcf7c2e288a12f6bfcc9360c5cf39696f', '4889337a2c9d925841dea6e3d74839c12a48a0434d090cf571ad801cfe410f0c', 'd1ec143a673fa18753acab8c6e17872f643c57cab6bba20118196fad928149d7', 'df8350b929a2ba76490819c26f9f249cc412a0f40ffa9f74eaf4fa25a9c34cfe']",True,16.0,0.4017001123722546,16812,17,41,41,0.42628381198271664,0,repeat_03_outer_00,0.40165378982800604,3,,True,False,0,log_shrinkage_2pl_lambda16,False,True
"{'cache_key': 'calibration-spec-v1-6b09265e28950832a6c55d104f53718089faf55aa2b79cd517247efb340c5c65', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.5, 'log_a_shrinkage': 4.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,False,log-shrinkage-2pl,0.024999639622197777,"['087bef3424c61c29194c4eb93fb7b668c5b36d37071d9e510b6f2177e13d994f', '1a21832138ef9d4fbc7d4a4caf3ab49acd659c5a51c699d9b8fb8601f441bfb7', '973605855d09f9c7eaa4ab0735dc57e6d9a442d24e6d3efad6ce75d8513300fd', 'a128a86ce698c012301a02e38ed69019c4fae603b8fccc5969c44d915a59d76e']",True,4.0,0.40364247618592,16812,17,41,41,0.42628381198271664,0,repeat_03_outer_00,0.40359798251218737,3,,False,False,1,log_shrinkage_2pl_lambda4,False,True
"{'cache_key': 'calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.25, 'log_a_shrinkage': 16.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,True,log-shrinkage-2pl,0.029242438094124388,"['58cbb551af897f6756aa93d5d518e00ffc6cc9346679194f7cf60d9a3f7b4e04', '5c15986f75ff545661fc94da1b7fa70e3b91a930f8148241bbde6b403f47d7eb', '96a251d72c5895962ef1c8d542af172b824a1c9295bd6ef316624a0461f3a288', '998bacb09c50efbb74f2a554117fadbda85a703af6c0d311df7db5357266c2be']",True,16.0,0.37578867052588294,17137,17,42,42,0.40503110862000735,1,repeat_03_outer_01,0.37557206470510046,3,,True,False,0,log_shrinkage_2pl_lambda16,False,True
"{'cache_key': 'calibration-spec-v1-6b09265e28950832a6c55d104f53718089faf55aa2b79cd517247efb340c5c65', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.5, 'log_a_shrinkage': 4.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,False,log-shrinkage-2pl,0.02926960414308199,"['814039add19ba15bc88710167cf1bce23310ae66444316e8bf4d84b61314c988', '8b65c9cbc8c305f2f782aaea4dd5e693ab9d01485ab71cfbb50c0ae36d9b4d5d', '9bf7ba62d9d8357a00876afca7a5f9df4c77b57dd6ec4fb8f0b1485586cdb6de', 'c97c94cd07cc48847ab6265e6b2af28d8feadaa14c690b2ab91a74bd08c51c42']",True,4.0,0.3781401072284245,17137,17,42,42,0.40503110862000735,1,repeat_03_outer_01,0.377921531186093,3,,False,False,1,log_shrinkage_2pl_lambda4,False,True
"{'cache_key': 'calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.25, 'log_a_shrinkage': 16.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,True,log-shrinkage-2pl,0.027887306900665165,"['14b5c8184182389a71db564aef3a18735ffd8c2ac50f5b56a906046a65af4d74', '4cfa75356c1b4503f1de1ac29250df359c3584a85d4a41318fed958b7a01868c', 'cb01227177164e74dc4efcc22da57377ef403e15956a438aae3c933911ac154e', 'f65acf3077e80195aaf5cc8ae212f0bbbfa8b9ef7cf5dbabb585ae7a0b174f99']",True,16.0,0.38371176484394304,17139,18,42,42,0.4115990717446082,2,repeat_03_outer_02,0.3833801143563235,3,,True,False,0,log_shrinkage_2pl_lambda16,False,True
"{'cache_key': 'calibration-spec-v1-6b09265e28950832a6c55d104f53718089faf55aa2b79cd517247efb340c5c65', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.5, 'log_a_shrinkage': 4.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,False,log-shrinkage-2pl,0.027596159352439566,"['5df6d60fbd27203f3396dde0b3ca4185a2f28df7644fc3a0ef9d5665f0ed8cd7', '7d027ba24acbc770fca83079ec98cb31101b30cf05df750797a0a291e42a7dea', 'b058803627de7dbc6116d8ea41e23337de2a6d29886e46c1ccceba302efa0594', 'ea294761f66019f41d87b697b769da6dd3205feb1c46f7ead0dca2b6712e42bc']",True,4.0,0.38593436414987436,17139,18,42,42,0.4115990717446082,2,repeat_03_outer_02,0.3856074347335274,3,,False,False,1,log_shrinkage_2pl_lambda4,False,True
"{'cache_key': 'calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.25, 'log_a_shrinkage': 16.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,True,log-shrinkage-2pl,0.027014638301205922,"['065df6825a66231f4d69951b502f1a5a976c9ac0fb2e5c4af785f0c5825aa559', '2de46283b7cd556bbb297e52966cf274e74b8dd01d6454319d7ab4f4638c9f48', 'bf2bd20f744d1a85e44e0aaeed27e53c8973ca4f7094b195d996f8008f910707', 'dc32f96501a261af095c97fa96a3856082fdcd635360055faf5d0c35611221ce']",True,16.0,0.39726147017244856,17190,18,42,42,0.4242761084736545,3,repeat_03_outer_03,0.3971762991018699,3,,True,False,0,log_shrinkage_2pl_lambda16,False,True
"{'cache_key': 'calibration-spec-v1-6b09265e28950832a6c55d104f53718089faf55aa2b79cd517247efb340c5c65', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.5, 'log_a_shrinkage': 4.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,False,log-shrinkage-2pl,0.027222287240435693,"['0e9f7f1843e37050e706cd4a9ff3d7ca24739c12ca36308be742a32b644e019e', '56eb4bc1b8747422dfe2c06ff97060ab5467a64ca6a93709e3579186b4e92880', '6ba62a6387aad3d7bab9cc9ba73485e629513d5bc37fad32066b474eaadc350f', 'c1fef50667230857cb14514563e6e21664db9d0812ddb75aa7ede04da628dc05']",True,4.0,0.4007032981691912,17190,18,42,42,0.4242761084736545,3,repeat_03_outer_03,0.4006160235060346,3,,False,False,1,log_shrinkage_2pl_lambda4,False,True
"{'cache_key': 'calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.25, 'log_a_shrinkage': 16.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,True,log-shrinkage-2pl,0.028528781297525615,"['2dd02b8a1a62223dd616f28caa50ea6709dc9bb2bcff3a5a2ff8f07caacab844', '57ea399949ac199b0c6940fae587d13c742666cf20464da85f3e8f50da140192', 'c7c020db734d4b29cc03a59336a4f24beb7367d17300f394284c60f1cc0d5d24', 'd2da5d8f6034ab381b4dd6f8eacfc179e9df1a8b4169f61c9d3ecc14ac5851fc']",True,16.0,0.37215760102335793,16692,18,41,41,0.40068638232088355,4,repeat_03_outer_04,0.3718802742409251,3,,True,False,0,log_shrinkage_2pl_lambda16,False,True
"{'cache_key': 'calibration-spec-v1-6b09265e28950832a6c55d104f53718089faf55aa2b79cd517247efb340c5c65', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.5, 'log_a_shrinkage': 4.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,False,log-shrinkage-2pl,0.02926930725654089,"['2f7ae6c6abb09da49f412838bcadae13482e18b89122750cc0171759ee3b5cfb', '5e18565e3dc17c30ef1658251b8435a8e7b4b62ab60a43c9468cae1c58ce5e4b', 'd02ae1b6e273214418c8ffee603253da883a3ee263f2c949b1499121d66fa26f', 'e28a6ef6810cc2a216803a51552c12cae79beb497952d65177280c030dcc2471']",True,4.0,0.37536489920715777,16692,18,41,41,0.40068638232088355,4,repeat_03_outer_04,0.3750690376699252,3,,False,False,1,log_shrinkage_2pl_lambda4,False,True
"{'cache_key': 'calibration-spec-v1-a143fc732de9abd69f65262642bddde579c9d23003f2622104671f075e18066a', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.25, 'log_a_shrinkage': 16.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,True,log-shrinkage-2pl,0.027720466459120373,"['11a92046f78adb2075bd0179febc3e02b885d81a84f68fafc54b4ba5868bd239', '89e522ffb8126338cb9b620deac9b02905af3decff17e2800d00e5df1a9f4e9d', 'f9c245f39a9d50e68c43287bb93d5ae38337ecbed719a7a14719b402084ccd2d', 'fec67c6bab10197df7a100cb9669c7c23beaa18d181a2d38ead97ed018841473']",True,16.0,0.38651105164311395,16769,17,41,41,0.4142315181022343,0,repeat_04_outer_00,0.3864798738100002,4,,True,False,0,log_shrinkage_2pl_lambda16,False,True
"{'cache_key': 'calibration-spec-v1-6b09265e28950832a6c55d104f53718089faf55aa2b79cd517247efb340c5c65', 'difficulty': {'mode': 'estimated', 'parameterization': 'unpenalized-offset-b'}, 'discrimination': {'constraint': 'strictly-positive', 'mode': 'estimated', 'parameterization': 'a=exp(log_a)'}, 'estimation': 'bock-aitkin-marginal-maximum-likelihood-em', 'family': 'log-shrinkage-2pl', 'regularization': {'center': 'log(a)=0 (a=1)', 'kind': 'zero-mean-gaussian-prior-on-log-a', 'log_a_prior_sd': 0.5, 'log_a_shrinkage': 4.0, 'penalty': '0.5 * log_a_shrinkage * sum(log(a)^2)', 'ridge': None}, 'schema_version': 1}",True,True,1.0,True,False,log-shrinkage-2pl,0.02835244988799858,"['66e11d0ac9f07a6465383ca8c9c2114a273c70e5a318100c9a0e4f9c1c7cc69a', '8946e4d447fd3e533c812223f70944681887d6fe000b6615992be423645a283b', '8a6fb5cf243f88db1c2e25f13c90691c207cf2b15bd28224d6a8381e6af018fa', '9d04a6243e188bb78a30aff37c8ec6e12d461090fb9b36db2a60c430a6b667a4']",True,4.0,0.3904695933212386,16769,17,41,41,0.4142315181022343,0,repeat_04_outer_00,0.39043419516611505,4,,False,False,1,log_shrinkage_2pl_lambda4,False,True
