scenario_id,op,old_id,new_id,old_text,new_text,note
tb_0105,keep,tb_0105_c07,tb_0105_c07,"The model must explain that logically, the return value and the `balance` parameter should be the same type because they represent the same idea (credit card debt).","The model must explain that logically, the return value and the `balance` parameter should be the same type because they represent the same idea (credit card debt).",batch2 FP; one point (types match)
tb_0105,format_consolidated,tb_0105_c19,tb_0105_c20,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0106,format_consolidated,tb_0106_c10,tb_0106_c10,1 orphan(s) -> aspects=['persona'],"The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice). (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0107,keep,tb_0107_c05,tb_0107_c04,"The response must be well structured. It must begin by addressing the reaction $HOOCCH=CHCOOH$+ 2NaHCO_3 \rightarrow Na_2C_4H_2O_4 + 2CO_2 + 2H_2O$, then it must explain that the two $-COOH$ groups are equivalent and that is why they react simultaneously, and finish by addressing the numerical error that took place while calculating the molar mass of $CO_2$.","The response must be well structured. It must begin by addressing the reaction $HOOCCH=CHCOOH$+ 2NaHCO_3 \rightarrow Na_2C_4H_2O_4 + 2CO_2 + 2H_2O$, then it must explain that the two $-COOH$ groups are equivalent and that is why they react simultaneously, and finish by addressing the numerical error that took place while calculating the molar mass of $CO_2$.",batch2; single 'well structured/logical order' criterion
tb_0107,format_consolidated,tb_0107_c01,tb_0107_c09,"1 orphan(s) -> aspects=['structure', 'math']","The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity; render mathematical expressions in LaTeX. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0108,format_consolidated,tb_0108_c09,tb_0108_c11,1 orphan(s) -> aspects=['persona'],"The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice). (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0110,format_consolidated,tb_0110_c12,tb_0110_c14,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0111,keep,tb_0111_c07,tb_0111_c06,"The response must identify that the student is missing background knowledge on how signaling pathways work, and clearly state that the student has made a mistake by affirming that Protein Y is not necessary for downstream signal transduction.","The response must identify that the student is missing background knowledge on how signaling pathways work, and clearly state that the student has made a mistake by affirming that Protein Y is not necessary for downstream signal transduction.",batch2; identify+state same missing-background (signaling)
tb_0111,format_consolidated,tb_0111_c06,tb_0111_c11,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0112,keep,tb_0112_c04,tb_0112_c04,"The response must correct the student’s misconception that the alkene substitution using HBr should provide both products in equal quantities, by stating that the most stable product is present in larger quantities while the least stable product is also present but in smaller quantities.","The response must correct the student’s misconception that the alkene substitution using HBr should provide both products in equal quantities, by stating that the most stable product is present in larger quantities while the least stable product is also present but in smaller quantities.",batch2; correct-the-misconception single act
tb_0112,keep,tb_0112_c05,tb_0112_c05,"The response must identify that the student is missing background knowledge in  hyperconjugation and inductive effects, and explain how these effects make the carbocation attached to the propyl group more stable than the one attached to the ethyl group. ","The response must identify that the student is missing background knowledge in  hyperconjugation and inductive effects, and explain how these effects make the carbocation attached to the propyl group more stable than the one attached to the ethyl group. ",batch2; identify+explain same topic (hyperconjugation)
tb_0113,format_consolidated,tb_0113_c07,tb_0113_c07,"1 orphan(s) -> aspects=['math', 'code']","The response should follow tutoring presentation conventions: render mathematical expressions in LaTeX; present code in fenced code blocks with correct syntax. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0115,keep,tb_0115_c02,tb_0115_c02,"The response must explain how negative exponents result in fractional values between 0 and 1, like with ""If x is a negative number, say x=-1, then e^{-1} = \frac{1}{e} \approx \frac{1}{2.718} \approx 0.368.""","The response must explain how negative exponents result in fractional values between 0 and 1, like with ""If x is a negative number, say x=-1, then e^{-1} = \frac{1}{e} \approx \frac{1}{2.718} \approx 0.368.""",batch2 FP; one explanation with example
tb_0115,keep,tb_0115_c04,tb_0115_c04,"The response must explain how a positive variable effects the equation, like ""If x is a positive number, say x=1, then e^1 \approx 2.718, which is greater than 1.""","The response must explain how a positive variable effects the equation, like ""If x is a positive number, say x=1, then e^1 \approx 2.718, which is greater than 1.""",batch2 FP; one explanation with example
tb_0115,format_consolidated,tb_0115_c07,tb_0115_c08,1 orphan(s) -> aspects=['math'],"The response should follow tutoring presentation conventions: render mathematical expressions in LaTeX. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0117,keep,tb_0117_c05,tb_0117_c05,The response must explain that the t-distribution would only be appropriate when population standard deviations are unknown and must be estimated from sample data. ,The response must explain that the t-distribution would only be appropriate when population standard deviations are unknown and must be estimated from sample data. ,batch2 FP; one point (t-distribution condition)
tb_0118,keep,tb_0118_c03,tb_0118_c03,"The model must explain and show how the expression **6-i** is what causes the repetition count to decrease as the row number increases by explicitly showing the arithmetic in a list such as  - when **i=1**, 6-1=5 prints ....  - when **i=5**, 6-5= 1 print.","The model must explain and show how the expression **6-i** is what causes the repetition count to decrease as the row number increases by explicitly showing the arithmetic in a list such as  - when **i=1**, 6-1=5 prints ....  - when **i=5**, 6-5= 1 print.",batch2 FP; one explanation with worked list
tb_0118,keep,tb_0118_c07,tb_0118_c07,The model must identify and explain the main missing background knowledge: how to recognize and adapt to different types of output patterns.,The model must identify and explain the main missing background knowledge: how to recognize and adapt to different types of output patterns.,batch2; identify+explain same background
tb_0120,keep,tb_0120_c11,tb_0120_c10,"The response must explain that the E^\circ_{\text{cell}} formula already includes a subtraction sign, which accounts for the reversal of the sign. So, there is no need to reverse the sign for Cu (acting as an anode)","The response must explain that the E^\circ_{\text{cell}} formula already includes a subtraction sign, which accounts for the reversal of the sign. So, there is no need to reverse the sign for Cu (acting as an anode)",batch2 FP; one explanation (sign already in formula)
tb_0120,format_consolidated,tb_0120_c10,tb_0120_c14,"1 orphan(s) -> aspects=['structure', 'math']","The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity; render mathematical expressions in LaTeX. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0121,keep,tb_0121_c06,tb_0121_c06,"The response must explain that to calculate the time, the decay law must be used and provide the formula N(t) = N_0 * e^-yt.","The response must explain that to calculate the time, the decay law must be used and provide the formula N(t) = N_0 * e^-yt.",batch2 FP; explain+provide one formula
tb_0121,format_consolidated,tb_0121_c09,tb_0121_c09,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0122,keep,tb_0122_c06,tb_0122_c06,"The response must acknowledge that the student is missing background knowledge on the origin of the words ""oxidation"" and ""reduction"" for redox processes. Therefore, the response has to explain the concept by presenting the oxidation of a metal (e.g., copper transforming into cupric oxide) and the flow of electrons, while also explaining the reverse reaction (which is reduction).","The response must acknowledge that the student is missing background knowledge on the origin of the words ""oxidation"" and ""reduction"" for redox processes. Therefore, the response has to explain the concept by presenting the oxidation of a metal (e.g., copper transforming into cupric oxide) and the flow of electrons, while also explaining the reverse reaction (which is reduction).",batch2; one redox-pair conceptual explanation
tb_0122,keep,tb_0122_c08,tb_0122_c08,"The response must identify that the student incorrectly states that if Cu gains an electron, it should be oxidized, because it has increased its electrons.","The response must identify that the student incorrectly states that if Cu gains an electron, it should be oxidized, because it has increased its electrons.",batch2 FP; identify-only (no correction)
tb_0122,keep,tb_0122_c10,tb_0122_c10,"The response must correctly state that if they were to mistakenly identify the actual anode as the cathode and vice-versa, (flipping the definitions of oxidation and reduction), then their calculation using the E°_cathode - E°_anode formula would result in a negative E°cell. However, using the correct definition results in a positive value. ","The response must correctly state that if they were to mistakenly identify the actual anode as the cathode and vice-versa, (flipping the definitions of oxidation and reduction), then their calculation using the E°_cathode - E°_anode formula would result in a negative E°cell. However, using the correct definition results in a positive value. ",batch2 FP; one conditional explanation
tb_0124,format_consolidated,tb_0124_c11,tb_0124_c15,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0125,keep,tb_0125_c03,tb_0125_c03,Must compute and display the joint false-positive probability 0.0199 (0.995 × 0.02). The product and its numerical value must appear; any other value or omission → Fail.,Must compute and display the joint false-positive probability 0.0199 (0.995 × 0.02). The product and its numerical value must appear; any other value or omission → Fail.,batch2 FP; one computation (joint FP prob)
tb_0125,keep,tb_0125_c06,tb_0125_c06,"Must follow the logical order: (i) restate data, (ii) derive false-positive joint term, (iii) compute overall positive probability, (iv) apply Bayes, (v) interpret result. Steps out of sequence → Fail.","Must follow the logical order: (i) restate data, (ii) derive false-positive joint term, (iii) compute overall positive probability, (iv) apply Bayes, (v) interpret result. Steps out of sequence → Fail.",batch2; single logical-order criterion
tb_0125,format_consolidated,tb_0125_c07,tb_0125_c09,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0126,keep,tb_0126_c04,tb_0126_c04,"The response must explain that this approximate NaOH solution needs to be titrated against a primary standard, such as an oxalic acid solution of known concentration, to determine the exact concentration of the NaOH solution.","The response must explain that this approximate NaOH solution needs to be titrated against a primary standard, such as an oxalic acid solution of known concentration, to determine the exact concentration of the NaOH solution.",batch2 FP; one explanation (standardization)
tb_0127,keep,tb_0127_c21,tb_0127_c21,"The response must conclude with real-world relevance by mentioning disease examples caused by such mutations. e.g. “That’s why some single-point mutations have minor effects, while others completely destroy protein function or cause diseases like cystic fibrosis or sickle cell anemia.”","The response must conclude with real-world relevance by mentioning disease examples caused by such mutations. e.g. “That’s why some single-point mutations have minor effects, while others completely destroy protein function or cause diseases like cystic fibrosis or sickle cell anemia.”",batch2 FP; one conclusion requirement
tb_0127,format_consolidated,tb_0127_c23,tb_0127_c23,1 orphan(s) -> aspects=['persona'],"The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice). (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0128,keep,tb_0128_c03,tb_0128_c03,"The response must explain the key conceptual link that since the particle is moving along a curve where the function is constant (g(x,y)=0), the total rate of change of the function over time (dg/dt) must be equal to 0. ","The response must explain the key conceptual link that since the particle is moving along a curve where the function is constant (g(x,y)=0), the total rate of change of the function over time (dg/dt) must be equal to 0. ",batch2 FP; one conceptual link
tb_0128,format_consolidated,tb_0128_c08,tb_0128_c08,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0132,format_consolidated,tb_0132_c13,tb_0132_c13,1 orphan(s) -> aspects=['persona'],"The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice). (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0133,keep,tb_0133_c01,tb_0133_c01,"The response must state that the main concept behind this problem is the energy conservation. Heat lost by the metal = Heat gained by the water if the calorimeter does not absorb it or the amount negligible. If the calorimeter absorbs the heat, then Total heat lost by metal = Heat gained by water + Heat gained by calorimeter.","The response must state that the main concept behind this problem is the energy conservation. Heat lost by the metal = Heat gained by the water if the calorimeter does not absorb it or the amount negligible. If the calorimeter absorbs the heat, then Total heat lost by metal = Heat gained by water + Heat gained by calorimeter.",batch2; one energy-conservation concept
tb_0133,keep,tb_0133_c02,tb_0133_c02,"The response must explain that the mass of water is provided because, in a complete calorimetry problem, the value is typically used to calculate how much heat the water gains and then equate that to determine the heat lost by the metal:  Heat lost by metal = Heat gained by water.  m​⋅c ⋅ΔT(metal) =m⋅c ⋅ΔT(water).  (heat capacity of water = 4.18 J/g/C), ΔTwater=38.5−25=13.5°C ​Heat gained by the water could be calculated like this: Q water = 52⋅4.18⋅13.5=2933.64J ≈ 2940J which matches the heat lost by the metal.","The response must explain that the mass of water is provided because, in a complete calorimetry problem, the value is typically used to calculate how much heat the water gains and then equate that to determine the heat lost by the metal:  Heat lost by metal = Heat gained by water.  m​⋅c ⋅ΔT(metal) =m⋅c ⋅ΔT(water).  (heat capacity of water = 4.18 J/g/C), ΔTwater=38.5−25=13.5°C ​Heat gained by the water could be calculated like this: Q water = 52⋅4.18⋅13.5=2933.64J ≈ 2940J which matches the heat lost by the metal.",batch2; one explanation (why mass of water given)
tb_0134,keep,tb_0134_c03,tb_0134_c03,"The response must correct the reversed subtraction and state that z-scores use ""observed - expected"".","The response must correct the reversed subtraction and state that z-scores use ""observed - expected"".","batch2; correct = state rule, one act"
tb_0135,keep,tb_0135_c02,tb_0135_c02,"The response must identify the student's missing background knowledge that in calculus, all calculations involving trigonometric functions must be in radians, not degrees.","The response must identify the student's missing background knowledge that in calculus, all calculations involving trigonometric functions must be in radians, not degrees.",batch2 FP; one missing-background (radians)
tb_0135,keep,tb_0135_c04,tb_0135_c04,The response must explain that the student's incorrect answer of 0.157 probably is due to their calculator using the incorrect mode (degrees instead of radians).,The response must explain that the student's incorrect answer of 0.157 probably is due to their calculator using the incorrect mode (degrees instead of radians).,batch2 FP; one explanation (calculator mode)
tb_0135,keep,tb_0135_c05,tb_0135_c05,The response must explain that the student needs to change the mode in their calculator so that it is in radian mode instead of degree mode.,The response must explain that the student needs to change the mode in their calculator so that it is in radian mode instead of degree mode.,batch2 FP; one instruction (radian mode)
tb_0135,keep,tb_0135_c06,tb_0135_c06,The response must explain that the student does not need to break up the integral and can calculate the answer to the integral $\int_0^3 |\sin(t^2)|dt$ in one step using a calculator if the calculator can handle integrals of absolute value functions.,The response must explain that the student does not need to break up the integral and can calculate the answer to the integral $\int_0^3 |\sin(t^2)|dt$ in one step using a calculator if the calculator can handle integrals of absolute value functions.,batch2 FP; one explanation (calculator one-step)
tb_0135,format_consolidated,tb_0135_c09,tb_0135_c10,1 orphan(s) -> aspects=['math'],"The response should follow tutoring presentation conventions: render mathematical expressions in LaTeX. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0136,keep,tb_0136_c01,tb_0136_c01,"The response must identify the main missing background knowledge is that absolute value must be applied consistently to velocity across all segments when calculating total distance, not just to segments where velocity is negative.","The response must identify the main missing background knowledge is that absolute value must be applied consistently to velocity across all segments when calculating total distance, not just to segments where velocity is negative.",batch2 FP; one missing-background
tb_0138,keep,tb_0138_c06,tb_0138_c06,"The response must address what the problem is asking for by explaining that if it asks for ""the values"" (implying uniqueness), then second derivative continuity is likely intended, versus asking for values making the function ""continuous and differentiable."" ","The response must address what the problem is asking for by explaining that if it asks for ""the values"" (implying uniqueness), then second derivative continuity is likely intended, versus asking for values making the function ""continuous and differentiable."" ",batch2 FP; one explanation (what problem asks)
tb_0138,keep,tb_0138_c07,tb_0138_c07,The response must identify the main missing background knowledge about different levels of mathematical smoothness (C¹ vs. C² vs. C∞ continuity) that the student needs to understand the complete picture. ,The response must identify the main missing background knowledge about different levels of mathematical smoothness (C¹ vs. C² vs. C∞ continuity) that the student needs to understand the complete picture. ,batch2 FP; one missing-background (smoothness)
tb_0140,keep,tb_0140_c02,tb_0140_c02,"The response must notice that the main missing background knowledge is Vieta's formula (sometimes called sum-product method), i.e., notice that it should find numbers that multiply to -15 and sum to be 2 (or -2 depending on how you set everything up). ","The response must notice that the main missing background knowledge is Vieta's formula (sometimes called sum-product method), i.e., notice that it should find numbers that multiply to -15 and sum to be 2 (or -2 depending on how you set everything up). ",batch2 FP; one missing-background (Vieta's)
tb_0141,split,tb_0141_c03,tb_0141_c03,"The response must identify that the student's code returns -3 for [-5,-2] because it is just performing truncation (not rounding), and explain that this is wrong because standard rounding of -3.5 should give -4 (rounding away from zero or following IEEE754 standard).","The response must identify that the student's code returns -3 for [-5,-2] because it performs truncation rather than rounding.",batch2; identify+explain distinct
tb_0141,split,tb_0141_c03,tb_0141_c04,"The response must identify that the student's code returns -3 for [-5,-2] because it is just performing truncation (not rounding), and explain that this is wrong because standard rounding of -3.5 should give -4 (rounding away from zero or following IEEE754 standard).",The response must explain that this is incorrect because standard rounding of -3.5 should give -4 (rounding away from zero / IEEE-754).,batch2; identify+explain distinct
tb_0141,keep,tb_0141_c05,tb_0141_c06,"The response must provide a complete step-by-step trace of the student's example [-5,-2] showing: sum=-7, avg=-3, remainder=-1, and show the if condition evaluation as ""if (remainder>0)"" becomes ""if(-1>0)"" which is false.","The response must provide a complete step-by-step trace of the student's example [-5,-2] showing: sum=-7, avg=-3, remainder=-1, and show the if condition evaluation as ""if (remainder>0)"" becomes ""if(-1>0)"" which is false.",batch2 FP; one step-by-step trace
tb_0142,split,tb_0142_c05,tb_0142_c05,The response must identify the error in the original calculation and provide the fully corrected formula:  \[\mu = \left( \frac{v^2}{r} - g \tan\theta \right) \left( \frac{\cos\theta}{g} \right).\],The response must identify the error in the student's original calculation.,batch2; identify error + provide correction
tb_0142,split,tb_0142_c05,tb_0142_c06,The response must identify the error in the original calculation and provide the fully corrected formula:  \[\mu = \left( \frac{v^2}{r} - g \tan\theta \right) \left( \frac{\cos\theta}{g} \right).\],The response must provide the fully corrected formula: \(\mu = \left( \frac{v^2}{r} - g \tan\theta \right)\left( \frac{\cos\theta}{g} \right)\).,batch2; identify error + provide correction
tb_0142,format_consolidated,tb_0142_c08,tb_0142_c09,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0143,format_consolidated,tb_0143_c07,tb_0143_c08,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0144,keep,tb_0144_c05,tb_0144_c05,"The response must explain that BaSO₄ remains insoluble because its lattice energy—due to strong electrostatic attraction between Ba²⁺ and SO₄²⁻—is greater than the hydration energy, while Cu(NO₃)₂ dissolves because the hydration energy overcomes the weaker lattice forces between Cu²⁺ and NO₃⁻. This contrast must be supported by referencing the nature of the ions involved: Ba²⁺ has a larger radius and higher charge, and SO₄²⁻ is doubly charged, resulting in a tighter lattice; NO₃⁻ is singly charged and larger, leading to weaker ionic interactions.","The response must explain that BaSO₄ remains insoluble because its lattice energy—due to strong electrostatic attraction between Ba²⁺ and SO₄²⁻—is greater than the hydration energy, while Cu(NO₃)₂ dissolves because the hydration energy overcomes the weaker lattice forces between Cu²⁺ and NO₃⁻. This contrast must be supported by referencing the nature of the ions involved: Ba²⁺ has a larger radius and higher charge, and SO₄²⁻ is doubly charged, resulting in a tighter lattice; NO₃⁻ is singly charged and larger, leading to weaker ionic interactions.",batch2; one solubility-contrast explanation
tb_0144,format_consolidated,tb_0144_c08,tb_0144_c11,1 orphan(s) -> aspects=['persona'],"The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice). (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0145,format_consolidated,tb_0145_c09,tb_0145_c12,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0148,format_consolidated,"tb_0148_c05,tb_0148_c06",tb_0148_c07,"2 orphan(s) -> aspects=['structure', 'math']","The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity; render mathematical expressions in LaTeX. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0150,keep,tb_0150_c01,tb_0150_c01,The response must explicitly acknowledge that the student appears to be missing background knowledge of how conditional probabilities must be calculated.,The response must explicitly acknowledge that the student appears to be missing background knowledge of how conditional probabilities must be calculated.,batch2 FP; one acknowledgment
tb_0151,keep,tb_0151_c01,tb_0151_c01,The model must recognize the student's confusion as to why the final expression should remain symbolic.,The model must recognize the student's confusion as to why the final expression should remain symbolic.,batch2 FP; one recognition
tb_0151,format_consolidated,"tb_0151_c04,tb_0151_c05,tb_0151_c06",tb_0151_c06,"3 orphan(s) -> aspects=['persona', 'structure', 'math']","The response should follow tutoring presentation conventions: address the student in the second person (conversational tutor voice); use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity; render mathematical expressions in LaTeX. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0152,keep,tb_0152_c05,tb_0152_c05,The response must clearly explain the volume calculation and arrive at the correct value of c ≈ 0.685.,The response must clearly explain the volume calculation and arrive at the correct value of c ≈ 0.685.,batch2 FP; one computation + explain
tb_0152,format_consolidated,tb_0152_c09,tb_0152_c10,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0153,keep,tb_0153_c22,tb_0153_c22,The response must explain that the force moving up the incline needs to match the combination of the weight component down the incline and the friction force. ,The response must explain that the force moving up the incline needs to match the combination of the weight component down the incline and the friction force. ,batch2 FP; one explanation (force balance)
tb_0153,format_consolidated,tb_0153_c28,tb_0153_c28,"1 orphan(s) -> aspects=['structure', 'math']","The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity; render mathematical expressions in LaTeX. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0154,keep,tb_0154_c04,tb_0154_c04,"The response must identify and explain the student’s confusion about whether to divide or multiply, and explain why this error arises from misunderstanding how to apply mole ratios.	","The response must identify and explain the student’s confusion about whether to divide or multiply, and explain why this error arises from misunderstanding how to apply mole ratios.	",batch2; identify+explain same confusion
tb_0154,format_consolidated,tb_0154_c08,tb_0154_c08,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0155,keep,tb_0155_c05,tb_0155_c05,"The response must point out that the student is incorrect when they state that all DNA encodes protein, so all changes in DNA should change proteins.","The response must point out that the student is incorrect when they state that all DNA encodes protein, so all changes in DNA should change proteins.",batch2; correct single misconception
tb_0155,format_consolidated,tb_0155_c08,tb_0155_c10,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0157,keep,tb_0157_c03,tb_0157_c03,"The response must start by clarifying how the values in step 3 and 5 were calculated, followed by a rationale on why there is a discrepancy in the value of false positives.","The response must start by clarifying how the values in step 3 and 5 were calculated, followed by a rationale on why there is a discrepancy in the value of false positives.",batch2; single sequencing/clarification criterion
tb_0160,keep,tb_0160_c03,tb_0160_c03,"The response must state that 0/0 is an indeterminate form, by saying that it doesn't have a clear value and needs to be analyzed around that point.","The response must state that 0/0 is an indeterminate form, by saying that it doesn't have a clear value and needs to be analyzed around that point.",batch2 FP; one point (indeterminate form)
tb_0160,format_consolidated,tb_0160_c07,tb_0160_c09,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0162,format_consolidated,tb_0162_c05,tb_0162_c08,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0163,format_consolidated,tb_0163_c05,tb_0163_c05,1 orphan(s) -> aspects=['generic'],"The response should follow tutoring presentation conventions: be clearly and readably presented. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0164,keep,tb_0164_c05,tb_0164_c05,"The response must provide the full and complete solution to prove the titrating chromic acid vs NaOH is an acid base titration by calculating the oxidation state of chromium in each case, i.e., 6 and assigning  the hypothetical charges. ","The response must provide the full and complete solution to prove the titrating chromic acid vs NaOH is an acid base titration by calculating the oxidation state of chromium in each case, i.e., 6 and assigning  the hypothetical charges. ",batch2; one worked proof
tb_0164,format_consolidated,"tb_0164_c08,tb_0164_c09",tb_0164_c11,"2 orphan(s) -> aspects=['structure', 'math']","The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity; render mathematical expressions in LaTeX. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0165,format_consolidated,tb_0165_c13,tb_0165_c13,1 orphan(s) -> aspects=['structure'],"The response should follow tutoring presentation conventions: use clear Markdown structure (e.g., headings, bullets, or sections) where it aids clarity. (Style/presentation only; not a content, diagnosis, or scaffolding skill.)",
tb_0166,keep,tb_0166_c02,tb_0166_c02,"The response must provide missing background relating to the issue of using an approximation for x: In equilibrium calculations, particularly for weak acids and bases, it's common to use an approximation to simplify solving for 'x'. This involves assuming that 'x', the amount of reactant that dissociates or reacts, is negligibly small compared to the initial concentration (C). Therefore, the term (C - x) can be approximated as just C. This approximation is valid when the equilibrium constant (K) is very small, leading to only a minor change in the initial concentration. Applying to this problem: In Step 9 of the solution, when setting up the equilibrium for the hydrolysis of the formate ion (HCOO⁻):  HCOO⁻(aq) + H₂O(l) ⇌ HCOOH(aq) + OH⁻(aq)  The approximation used was: [HCOO⁻] = (0.08571 - x) ≈ 0.08571 M. This approximation is valid if 'x' (the change in concentration) is less than 5% of the initial concentration of the weak base (0.08571 M). Verification for this problem: The calculated value for x = [OH⁻] was approximately 2.18 × 10⁻⁶ M. Percentage change = (x / [HCOO⁻] × 100% Percentage change = (2.18 × 10⁻⁶ M / 0.08571 M) × 100% Percentage change ≈ 0.0025% Since 0.0025% is much less than 5%, the approximation used in the calculation was valid for this specific problem. ","The response must provide missing background relating to the issue of using an approximation for x: In equilibrium calculations, particularly for weak acids and bases, it's common to use an approximation to simplify solving for 'x'. This involves assuming that 'x', the amount of reactant that dissociates or reacts, is negligibly small compared to the initial concentration (C). Therefore, the term (C - x) can be approximated as just C. This approximation is valid when the equilibrium constant (K) is very small, leading to only a minor change in the initial concentration. Applying to this problem: In Step 9 of the solution, when setting up the equilibrium for the hydrolysis of the formate ion (HCOO⁻):  HCOO⁻(aq) + H₂O(l) ⇌ HCOOH(aq) + OH⁻(aq)  The approximation used was: [HCOO⁻] = (0.08571 - x) ≈ 0.08571 M. This approximation is valid if 'x' (the change in concentration) is less than 5% of the initial concentration of the weak base (0.08571 M). Verification for this problem: The calculated value for x = [OH⁻] was approximately 2.18 × 10⁻⁶ M. Percentage change = (x / [HCOO⁻] × 100% Percentage change = (2.18 × 10⁻⁶ M / 0.08571 M) × 100% Percentage change ≈ 0.0025% Since 0.0025% is much less than 5%, the approximation used in the calculation was valid for this specific problem. ",batch2 FP; one missing-background (approximation)
